gen,generator_name,n,cap
117,GN_468,8014,
118,GN_472,7930,
119,GN_473,7931,
120,GN_477,4980,
121,GN_479,4980,
122,GN_480,3615,235.0
123,GN_481,3614,108.95048690625
124,GN_488,1478,3.65
125,GN_493,1487,14.925
126,GN_506,8404,
127,GN_510,336,113.0
128,GN_511,4974,
129,GN_512,4973,
130,GN_513,4974,
131,GN_515,6204,183.953488175
132,GN_517,6263,
133,GN_519,4971,
134,GN_520,5008,
135,GN_522,5006,
136,GN_524,6641,
137,GN_527,6526,
138,GN_529,4294,
139,GN_534,1556,30.0
140,GN_535,1551,0.0
141,GN_536,1569,0.0
142,GN_538,1576,
143,GN_543,1555,40.0
144,GN_544,1557,0.0
145,GN_545,1552,0.0
146,GN_548,1559,15.0
147,GN_551,8644,
148,GN_562,2672,
149,GN_568,3567,175.063917768
150,GN_572,8030,171.138
151,GN_575,9397,
152,GN_582,2690,
153,GN_585,6363,
154,GN_586,429,
155,GN_588,1139,68.0
156,GN_592,1127,72.0
157,GN_593,1138,67.0
158,GN_595,2579,110.925
159,GN_600,5589,
160,GN_601,5589,
161,GN_603,6895,
162,GN_605,9406,
163,GN_612,9115,
164,GN_615,7013,
165,GN_618,8576,
166,GN_619,9354,
167,GN_639,4740,
168,GN_641,2821,
169,GN_646,2217,254.1
170,GN_647,2214,255.89
171,GN_648,2216,258.215
172,GN_654,6239,
173,GN_662,6277,
174,GN_668,7344,
175,GN_682,6323,
176,GN_690,7540,
177,GN_691,7014,
178,GN_692,7014,
179,GN_695,9112,
180,GN_696,9110,
181,GN_698,9427,
182,GN_701,8025,
183,GN_712,5767,
184,GN_713,6758,
185,GN_714,8338,67.20875
186,GN_722,3206,165.664786455
187,GN_730,1702,51.0
188,GN_732,1704,51.0
189,GN_734,1706,51.0
190,GN_735,1707,51.0
191,GN_749,1752,
192,GN_750,5768,
193,GN_753,7426,
194,GN_761,4758,
195,GN_765,6595,
196,GN_766,6684,
197,GN_771,8791,161.685
198,GN_773,8795,333.83
199,GN_779,7520,
200,GN_785,7150,
201,GN_796,7403,
202,GN_804,1017,105.5
203,GN_809,4459,
204,GN_810,508,43.0
205,GN_814,7937,
206,GN_817,7155,
207,GN_822,4559,
208,GN_827,6107,
209,GN_828,6108,
210,GN_832,2155,247.0
211,GN_839,8964,190.738853688
212,GN_847,7779,
213,GN_852,7979,
214,GN_853,819,
215,GN_857,2412,
216,GN_858,1882,
217,GN_860,9180,
218,GN_862,2183,
219,GN_863,2182,
220,GN_870,6349,
221,GN_875,6345,
222,GN_876,6346,
223,GN_877,6346,
224,GN_878,7751,
225,GN_881,6867,
226,GN_887,2878,568.0
227,GN_895,4961,
228,GN_896,4962,
229,GN_898,7036,
230,GN_901,6013,78.15
231,GN_903,6022,75.975
232,GN_906,6018,78.225
233,GN_908,9100,
234,GN_914,2905,
235,GN_917,2907,111.0
236,GN_919,1249,
237,GN_920,320,11.0
238,GN_924,7804,
239,GN_933,9421,
240,GN_934,9422,
241,GN_940,8932,
242,GN_943,524,
243,GN_952,919,
244,GN_956,123,8.0
245,GN_957,124,7.0
246,GN_958,125,9.0
247,GN_960,127,0.0
248,GN_961,124,3.0
249,GN_963,440,
250,GN_968,8421,243.167155178
251,GN_971,2749,
252,GN_973,2749,
253,GN_974,9392,
254,GN_976,9395,
255,GN_979,8399,171.0
256,GN_982,6663,
257,GN_983,6663,
258,GN_984,8216,
259,GN_985,7681,
260,GN_990,6557,167.650580411325
261,GN_991,6552,119.671383630875
262,GN_992,6555,113.569363524375
263,GN_994,6556,147.884253225875
264,GN_995,5450,855.0
265,GN_996,5448,845.0
266,GN_1000,2968,146.0
267,GN_1006,1659,
268,GN_1010,6299,
269,GN_1013,7769,17.0
270,GN_1022,9087,214.8251447056
271,GN_1023,9089,312.8446429108
272,GN_1025,2660,212.7247956
273,GN_1027,4752,210.13760214
274,GN_1030,7702,
275,GN_1039,6793,74.925
276,GN_1045,6519,
277,GN_1052,7719,
278,GN_1057,382,
279,GN_1063,4873,
280,GN_1064,7282,
281,GN_1065,7283,
282,GN_1071,570,
283,GN_1076,7583,
284,GN_1086,250,90.0
285,GN_1090,4906,
286,GN_1093,7395,
287,GN_1095,471,50.7
288,GN_1099,475,47.6
289,GN_1106,1222,76.655052375
290,GN_1107,1220,76.655052375
291,GN_1111,1221,121.689895525
292,GN_1120,5623,
293,GN_1121,5622,
294,GN_1123,5623,
295,GN_1130,6570,100.153353193
296,GN_1133,7334,
297,GN_1136,451,51.0
298,GN_1139,454,51.0
299,GN_1140,455,51.0
300,GN_1147,4930,
301,GN_1149,7293,
302,GN_1151,6376,
303,GN_1154,1273,40.16393445
304,GN_1156,566,
305,GN_1159,6496,
306,GN_1160,7728,
307,GN_1161,7729,
308,GN_1168,7947,
309,GN_1176,2556,323.394865794
310,GN_1177,8373,
311,GN_1180,4925,
312,GN_1181,4923,
313,GN_1183,4925,
314,GN_1188,7560,
315,GN_1197,6330,
316,GN_1199,6235,
317,GN_1201,2370,
318,GN_1202,7276,0.0
319,GN_1204,7359,
320,GN_1208,9200,
321,GN_1211,9340,
322,GN_1213,9342,
323,GN_1215,9344,
324,GN_1219,1772,48.0
325,GN_1224,7231,
326,GN_1225,8225,391.0
327,GN_1228,7828,
328,GN_1232,1331,28.5
329,GN_1244,6593,
330,GN_1245,6629,
331,GN_1252,4998,
332,GN_1259,1161,83.0
333,GN_1261,2302,25.0
334,GN_1272,7998,
335,GN_1275,9153,
336,GN_1279,6243,
337,GN_1284,991,
338,GN_1287,9096,
339,GN_1288,9097,
340,GN_1289,9094,
341,GN_1300,3860,18.0
342,GN_1305,175,586.4
343,GN_1310,5949,
344,GN_1311,4946,
345,GN_1316,6697,
346,GN_1318,5658,
347,GN_1319,5658,
348,GN_1322,5922,
349,GN_1329,9215,
350,GN_1330,8184,
351,GN_1340,7446,
352,GN_1344,1667,47.5
353,GN_1348,3812,168.494381916
354,GN_1349,3813,107.505618084
355,GN_1356,8328,
356,GN_1358,105,63.5
357,GN_1360,109,63.5
358,GN_1373,110,108.698795164
359,GN_1384,5092,155.0
360,GN_1385,5093,155.0
361,GN_1387,8695,85.7966102081
362,GN_1389,5059,
363,GN_1393,401,48.3
364,GN_1394,402,51.0
365,GN_1395,403,51.0
366,GN_1397,405,51.0
367,GN_1398,406,49.6
368,GN_1403,7865,
369,GN_1405,559,
370,GN_1407,7462,
371,GN_1411,5821,
372,GN_1413,5822,
373,GN_1416,2637,
374,GN_1420,7941,
375,GN_1421,9359,
376,GN_1430,1325,
377,GN_1433,902,94.77605337
378,GN_1454,765,108.2706768
379,GN_1457,366,47.0
380,GN_1459,443,46.0
381,GN_1464,4914,
382,GN_1467,4915,
383,GN_1468,9173,
384,GN_1472,137,155.0
385,GN_1476,139,657.0
386,GN_1477,142,655.0
387,GN_1481,1377,
388,GN_1484,3322,247.74999975225
389,GN_1485,2260,
390,GN_1494,8017,
391,GN_1496,4774,459.91735482
392,GN_1497,4775,328.296217032
393,GN_1501,4009,279.06728828
394,GN_1502,7434,
395,GN_1505,7436,
396,GN_1508,6319,
397,GN_1510,2844,
398,GN_1515,4870,
399,GN_1519,2445,45.0
400,GN_1524,9107,
401,GN_1539,4964,
402,GN_1540,4965,
403,GN_1547,6411,
404,GN_1548,6411,
