gen,generator_name,n,cap
150,GN_551,7822,
151,GN_552,7822,
152,GN_556,5361,173.472868296
153,GN_563,2781,
154,GN_568,3325,175.063917768
155,GN_571,3324,437.697648284
156,GN_572,6939,171.138
157,GN_575,9897,
158,GN_578,5720,156.4238370882
159,GN_582,4661,
160,GN_584,6722,
161,GN_585,6723,
162,GN_588,1055,68.0
163,GN_590,1053,69.0
164,GN_593,1054,67.0
165,GN_594,1998,
166,GN_599,6959,
167,GN_603,8283,
168,GN_609,9621,
169,GN_611,9616,
170,GN_616,8883,
171,GN_626,4359,239.0
172,GN_636,2032,206.814946779
173,GN_642,6274,
174,GN_643,8825,
175,GN_646,2151,254.1
176,GN_650,252,
177,GN_659,2164,
178,GN_666,8789,
179,GN_668,8790,
180,GN_677,3562,435.0
181,GN_679,490,
182,GN_681,7657,
183,GN_683,6684,
184,GN_684,446,
185,GN_685,447,
186,GN_694,9610,
187,GN_697,9608,
188,GN_700,9926,
189,GN_702,245,
190,GN_707,9055,
191,GN_711,6084,
192,GN_713,8132,
193,GN_718,9875,
194,GN_721,9875,
195,GN_725,6753,
196,GN_735,1759,51.0
197,GN_742,361,
198,GN_746,8292,
199,GN_748,6962,
200,GN_750,6086,
201,GN_753,8896,
202,GN_761,4600,
203,GN_766,8057,
204,GN_773,9285,333.83
205,GN_776,8995,
206,GN_781,8801,
207,GN_789,3190,857.0
208,GN_790,1988,46.0
209,GN_792,1990,46.0
210,GN_794,241,
211,GN_795,5618,
212,GN_797,8867,
213,GN_798,6450,
214,GN_803,4609,
215,GN_804,930,105.5
216,GN_806,9624,
217,GN_807,4114,392.0
218,GN_815,7792,
219,GN_819,5876,
220,GN_820,5124,
221,GN_822,4362,
222,GN_833,2082,247.0
223,GN_841,9459,231.567567672
224,GN_845,7653,
225,GN_850,7395,
226,GN_851,6914,
227,GN_853,727,
228,GN_865,6712,
229,GN_866,9836,
230,GN_870,6709,
231,GN_878,7645,
232,GN_883,8253,
233,GN_886,5131,118.0
234,GN_888,4039,263.075
235,GN_893,4036,258.25
236,GN_901,6351,78.15
237,GN_903,6362,75.975
238,GN_912,8125,
239,GN_914,5156,
240,GN_915,5157,118.0
241,GN_919,1167,
242,GN_921,7706,
243,GN_929,5590,820.0
244,GN_933,9919,
245,GN_934,9920,
246,GN_935,7079,
247,GN_939,1175,
248,GN_940,9423,
249,GN_941,415,
250,GN_945,7507,
251,GN_951,5763,105.0
252,GN_957,7,7.0
253,GN_958,8,9.0
254,GN_960,10,0.0
255,GN_962,9,1.0
256,GN_964,6923,
257,GN_975,9893,
258,GN_978,7309,322.023696633
259,GN_980,7313,158.488151364
260,GN_981,8036,
261,GN_983,8036,
262,GN_985,7592,
263,GN_987,2222,
264,GN_990,7924,167.650580411325
265,GN_991,7919,119.671383630875
266,GN_992,7922,113.569363524375
267,GN_993,7921,218.306065276945
268,GN_994,7923,147.884253225875
269,GN_995,5746,855.0
270,GN_1000,5218,146.0
271,GN_1001,5219,86.0
272,GN_1006,1588,
273,GN_1009,6657,
274,GN_1013,6835,17.0
275,GN_1020,7769,
276,GN_1022,9583,214.8251447056
277,GN_1028,4597,210.13760214
278,GN_1033,5798,
279,GN_1034,281,
280,GN_1041,8165,76.8
281,GN_1044,7877,
282,GN_1045,7880,
283,GN_1054,7345,
284,GN_1057,276,
285,GN_1061,9619,
286,GN_1064,8714,
287,GN_1071,462,
288,GN_1072,464,
289,GN_1078,7782,
290,GN_1079,4856,
291,GN_1084,330,
292,GN_1086,138,90.0
293,GN_1092,8857,
294,GN_1094,363,50.7
295,GN_1098,367,51.0
296,GN_1099,368,47.6
297,GN_1104,1583,
298,GN_1112,1143,59.657362152
299,GN_1115,969,176.66666649
300,GN_1119,5931,
301,GN_1122,5930,
302,GN_1123,5931,
303,GN_1125,7941,74.0
304,GN_1132,8781,
305,GN_1138,347,48.9
306,GN_1140,349,51.0
307,GN_1141,350,51.0
308,GN_1146,4842,
309,GN_1149,8727,
310,GN_1152,1191,30.3278688
311,GN_1154,1192,40.16393445
312,GN_1159,8904,
313,GN_1160,6827,
314,GN_1161,6828,
315,GN_1165,7678,56.05
316,GN_1168,6902,
317,GN_1169,6902,
318,GN_1171,8513,
319,GN_1173,2543,185.0
320,GN_1178,7286,
321,GN_1185,404,
322,GN_1187,5846,
323,GN_1191,4938,
324,GN_1195,8638,
325,GN_1196,6689,
326,GN_1198,6640,
327,GN_1203,8708,
328,GN_1207,9686,
329,GN_1209,9701,
330,GN_1210,9840,
331,GN_1212,9842,
332,GN_1215,9845,
333,GN_1218,2659,48.0
334,GN_1223,2661,157.291666675
335,GN_1226,7701,
336,GN_1228,6853,
337,GN_1229,8141,
338,GN_1235,1251,29.25
339,GN_1237,5508,502.0
340,GN_1247,9061,
341,GN_1248,9061,
342,GN_1253,2825,
343,GN_1256,7025,40.0
344,GN_1257,8514,
345,GN_1262,2238,25.0
346,GN_1266,1359,
347,GN_1275,9649,
348,GN_1279,6601,
349,GN_1282,8575,
350,GN_1283,8575,
351,GN_1286,8432,
352,GN_1288,9594,
353,GN_1297,3629,8.4
354,GN_1298,3629,8.4
355,GN_1302,7736,
356,GN_1305,60,586.4
357,GN_1312,5353,
358,GN_1314,5353,
359,GN_1328,6139,
360,GN_1330,7085,
361,GN_1333,5454,
362,GN_1337,380,
363,GN_1339,8918,
364,GN_1340,8919,
365,GN_1341,8851,
366,GN_1351,5562,154.2992
367,GN_1352,5564,167.55
368,GN_1366,1713,69.0
369,GN_1373,1730,108.698795164
370,GN_1379,8894,
371,GN_1380,5890,
372,GN_1385,5384,155.0
373,GN_1389,5022,
374,GN_1390,5023,
375,GN_1393,295,48.3
376,GN_1397,299,51.0
377,GN_1399,301,48.5
378,GN_1400,302,51.0
379,GN_1401,7744,
380,GN_1405,451,
381,GN_1408,9086,
382,GN_1410,444,
383,GN_1413,6145,
384,GN_1416,4547,
385,GN_1426,9555,
386,GN_1443,7068,
387,GN_1444,7067,
388,GN_1445,6921,
389,GN_1447,7798,
390,GN_1454,670,108.2706768
391,GN_1461,519,
392,GN_1473,25,159.0
393,GN_1474,32,258.0
394,GN_1479,23,607.0
395,GN_1481,1296,
396,GN_1482,3086,247.74999975225
397,GN_1483,3082,247.74999975225
398,GN_1494,7836,
399,GN_1496,4625,459.91735482
400,GN_1499,3781,364.265122294535
401,GN_1501,3779,279.06728828
402,GN_1503,8908,
403,GN_1504,8908,
404,GN_1506,8909,
405,GN_1507,9243,
406,GN_1510,5032,
407,GN_1516,2424,45.0
408,GN_1519,2421,45.0
409,GN_1524,9604,
410,GN_1526,5171,
411,GN_1528,8140,
412,GN_1539,4883,
413,GN_1547,6774,
