gen,generator_name,n,cap
263,GN_975,8898,
264,GN_976,8230,
265,GN_979,9236,171.0
266,GN_980,9237,158.488151364
267,GN_982,7968,
268,GN_992,7853,113.569363524375
269,GN_993,7852,218.306065276945
270,GN_995,2860,855.0
271,GN_1003,6152,9.9
272,GN_1006,1518,
273,GN_1010,4080,
274,GN_1011,6920,
275,GN_1018,8902,
276,GN_1021,8131,215.9302123836
277,GN_1024,5451,212.7247956
278,GN_1025,5452,212.7247956
279,GN_1036,7720,
280,GN_1039,6825,74.925
281,GN_1046,7812,
282,GN_1051,9023,
283,GN_1057,195,
284,GN_1059,8702,
285,GN_1061,8720,
286,GN_1063,5639,
287,GN_1064,7375,
288,GN_1070,380,
289,GN_1078,9776,
290,GN_1079,5737,
291,GN_1091,5684,
292,GN_1094,283,50.7
293,GN_1095,284,50.7
294,GN_1096,285,51.0
295,GN_1098,287,51.0
296,GN_1101,290,51.0
297,GN_1104,1513,
298,GN_1112,1073,59.657362152
299,GN_1115,897,176.66666649
300,GN_1119,3357,
301,GN_1120,3357,
302,GN_1121,3356,
303,GN_1122,3356,
304,GN_1123,3357,
305,GN_1130,7868,100.153353193
306,GN_1133,7440,
307,GN_1139,268,51.0
308,GN_1140,269,51.0
309,GN_1141,270,51.0
310,GN_1148,4108,
311,GN_1150,7389,
312,GN_1152,1120,30.3278688
313,GN_1154,1121,40.16393445
314,GN_1155,1120,39.3442623
315,GN_1160,9565,
316,GN_1167,9805,
317,GN_1168,9805,
318,GN_1171,7166,
319,GN_1174,2400,165.201711129
320,GN_1178,9211,
321,GN_1184,8141,
322,GN_1187,2954,
323,GN_1189,7696,
324,GN_1205,7465,
325,GN_1207,8768,
326,GN_1208,8777,
327,GN_1211,8202,
328,GN_1212,8203,
329,GN_1215,8207,
330,GN_1220,2522,48.0
331,GN_1227,9687,
332,GN_1230,296,
333,GN_1231,5371,439.8
334,GN_1236,3155,170.0
335,GN_1238,6776,
336,GN_1248,7715,
337,GN_1249,7715,
338,GN_1254,8956,38.0
339,GN_1256,8954,40.0
340,GN_1258,7169,
341,GN_1261,2103,25.0
342,GN_1263,2154,
343,GN_1273,8153,
344,GN_1275,8731,
345,GN_1276,8732,
346,GN_1280,4024,
347,GN_1284,830,
348,GN_1285,7089,
349,GN_1287,8694,
350,GN_1296,5337,18.0
351,GN_1302,9720,
352,GN_1304,1726,590.2
353,GN_1305,1725,586.4
354,GN_1306,5659,
355,GN_1311,6801,
356,GN_1313,6801,
357,GN_1322,3671,
358,GN_1325,3318,
359,GN_1332,7332,
360,GN_1334,3095,
361,GN_1338,300,
362,GN_1339,7573,
363,GN_1340,7574,
364,GN_1341,7512,
365,GN_1351,3206,154.2992
366,GN_1352,3208,167.55
367,GN_1381,3316,
368,GN_1386,8318,83.6516950225
369,GN_1387,8319,85.7966102081
370,GN_1391,212,47.06
371,GN_1395,216,51.0
372,GN_1398,219,49.6
373,GN_1400,221,51.0
374,GN_1402,9727,
375,GN_1403,9728,
376,GN_1412,3568,
377,GN_1415,3570,
378,GN_1418,3071,236.0
379,GN_1420,9799,
380,GN_1423,8874,
381,GN_1429,6795,
382,GN_1448,8180,
383,GN_1449,8180,
384,GN_1451,8181,
385,GN_1454,594,108.2706768
386,GN_1459,257,46.0
387,GN_1461,440,
388,GN_1466,5692,
389,GN_1468,8751,
390,GN_1473,1690,159.0
391,GN_1475,1694,536.0
392,GN_1478,1691,567.0
393,GN_1479,1688,607.0
394,GN_1481,1226,
395,GN_1482,6489,247.74999975225
396,GN_1491,8564,
397,GN_1492,8561,
398,GN_1494,9877,
399,GN_1499,4639,364.265122294535
400,GN_1500,4638,361.949877705465
401,GN_1501,4637,279.06728828
402,GN_1504,8101,
403,GN_1506,8102,
404,GN_1507,8380,
405,GN_1509,4101,
406,GN_1510,5925,
407,GN_1517,2287,45.0
408,GN_1519,2284,45.0
409,GN_1520,2721,
410,GN_1524,8705,
411,GN_1526,6077,
412,GN_1527,8061,
413,GN_1528,8073,
414,GN_1539,5765,
415,GN_1540,5766,
416,GN_1547,4195,
