gen,generator_name,n,cap
277,GN_997,9052,
278,GN_1000,6525,146.0
279,GN_1001,6526,86.0
280,GN_1003,6553,9.9
281,GN_1010,2867,
282,GN_1019,8620,
283,GN_1021,9547,215.9302123836
284,GN_1029,4409,310.72479572
285,GN_1030,8784,
286,GN_1033,3907,
287,GN_1035,7311,
288,GN_1037,7664,74.015
289,GN_1039,7665,74.925
290,GN_1045,7386,
291,GN_1048,8543,50.05
292,GN_1054,8515,
293,GN_1056,9036,
294,GN_1061,9582,
295,GN_1063,4572,
296,GN_1064,7070,
297,GN_1065,7071,
298,GN_1069,203,
299,GN_1077,7308,
300,GN_1084,1116,
301,GN_1086,1023,90.0
302,GN_1090,4616,
303,GN_1095,161,50.7
304,GN_1097,163,51.0
305,GN_1102,7951,
306,GN_1105,815,7.125
307,GN_1110,331,68.868527408
308,GN_1111,329,121.689895525
309,GN_1112,333,59.657362152
310,GN_1113,1673,176.66666649
311,GN_1114,1676,176.66666649
312,GN_1115,1671,176.66666649
313,GN_1119,3016,
314,GN_1120,3016,
315,GN_1121,3015,
316,GN_1123,3016,
317,GN_1132,7902,
318,GN_1137,143,48.5
319,GN_1139,145,51.0
320,GN_1140,146,51.0
321,GN_1147,4659,
322,GN_1150,7084,
323,GN_1151,2919,
324,GN_1152,380,30.3278688
325,GN_1156,201,
326,GN_1160,8067,
327,GN_1167,8129,
328,GN_1168,8129,
329,GN_1170,7836,
330,GN_1176,2308,323.394865794
331,GN_1178,8443,
332,GN_1182,4653,
333,GN_1184,9594,
334,GN_1187,3952,
335,GN_1188,7993,
336,GN_1193,6880,
337,GN_1196,2890,
338,GN_1201,2082,
339,GN_1208,9659,
340,GN_1209,9660,
341,GN_1210,9801,
342,GN_1216,2421,48.0
343,GN_1217,2421,48.0
344,GN_1219,2420,48.0
345,GN_1221,2423,48.0
346,GN_1225,8296,391.0
347,GN_1227,8088,
348,GN_1229,7639,
349,GN_1232,441,28.5
350,GN_1238,6723,
351,GN_1247,7306,
352,GN_1251,6416,
353,GN_1255,8201,17.741935475
354,GN_1260,268,83.0
355,GN_1262,2014,25.0
356,GN_1264,2066,
357,GN_1268,536,
358,GN_1272,9011,
359,GN_1276,9612,
360,GN_1277,5894,57.0
361,GN_1282,6960,
362,GN_1283,6960,
363,GN_1285,7800,
364,GN_1287,9555,
365,GN_1291,3967,
366,GN_1292,3967,
367,GN_1297,5672,8.4
368,GN_1298,5672,8.4
369,GN_1302,8912,
370,GN_1308,2138,
371,GN_1314,6748,
372,GN_1320,2996,
373,GN_1325,2977,
374,GN_1327,7223,
375,GN_1331,7867,
376,GN_1333,4115,
377,GN_1334,4115,
378,GN_1336,3990,
379,GN_1337,1130,
380,GN_1341,7179,
381,GN_1352,3672,167.55
382,GN_1353,3674,417.3092
383,GN_1367,905,68.0
384,GN_1368,894,68.0
385,GN_1376,2143,36.0
386,GN_1379,7937,
387,GN_1380,2974,
388,GN_1381,2975,
389,GN_1384,4044,155.0
390,GN_1386,9153,83.6516950225
391,GN_1388,9152,83.6516950225
392,GN_1399,113,48.5
393,GN_1400,114,51.0
394,GN_1402,8919,
395,GN_1410,196,
396,GN_1411,3225,
397,GN_1414,3227,
398,GN_1415,3227,
399,GN_1417,4362,
400,GN_1428,9049,
401,GN_1446,8975,
402,GN_1450,9695,
403,GN_1458,137,46.0
404,GN_1460,4598,
405,GN_1462,1225,
406,GN_1464,4624,
407,GN_1469,9632,
408,GN_1476,940,657.0
409,GN_1480,7872,
410,GN_1481,487,
411,GN_1486,9216,
412,GN_1491,9389,
413,GN_1493,9389,
414,GN_1495,1746,
415,GN_1496,4443,459.91735482
416,GN_1498,4445,653.08264518
417,GN_1500,5820,361.949877705465
418,GN_1502,7945,
419,GN_1503,7946,
420,GN_1508,3595,
421,GN_1509,3596,
422,GN_1515,4569,
423,GN_1517,2199,45.0
424,GN_1519,2196,45.0
425,GN_1524,9566,
426,GN_1525,6481,
427,GN_1528,7638,
428,GN_1529,7421,
429,GN_1535,8204,
430,GN_1540,4698,
431,GN_1547,3626,
