ld,load_name,n
206,LD_734,4365
207,LD_735,4365
208,LD_738,9408
209,LD_743,8388
210,LD_747,8892
211,LD_764,5407
212,LD_767,5476
213,LD_771,3420
214,LD_772,3418
215,LD_779,5997
216,LD_783,263
217,LD_787,5731
218,LD_792,7834
219,LD_796,2667
220,LD_799,5598
221,LD_804,5311
222,LD_806,6019
223,LD_808,6019
224,LD_813,4196
225,LD_814,4196
226,LD_817,6561
227,LD_820,9605
228,LD_826,9182
229,LD_827,5998
230,LD_828,4503
231,LD_830,5337
232,LD_831,5337
233,LD_837,6920
234,LD_838,6920
235,LD_839,6920
236,LD_841,6668
237,LD_846,1393
238,LD_847,1825
239,LD_849,1825
240,LD_853,335
241,LD_858,7921
242,LD_861,8980
243,LD_866,5902
244,LD_869,5903
245,LD_877,6517
246,LD_879,5720
247,LD_885,3971
248,LD_890,871
249,LD_895,7544
250,LD_896,5256
251,LD_901,7728
252,LD_902,1384
253,LD_910,185
254,LD_911,186
255,LD_914,190
256,LD_920,831
257,LD_926,2465
258,LD_929,3201
259,LD_931,6858
260,LD_934,4472
261,LD_936,6849
262,LD_941,3898
263,LD_945,2637
264,LD_948,2462
265,LD_949,5477
266,LD_958,4056
267,LD_959,4056
268,LD_960,2236
269,LD_966,2522
270,LD_969,4148
271,LD_972,1226
272,LD_973,1226
273,LD_974,563
274,LD_976,1247
275,LD_977,1247
276,LD_982,654
277,LD_983,654
278,LD_988,173
279,LD_993,502
280,LD_1001,279
281,LD_1006,1831
282,LD_1007,1831
283,LD_1011,2403
284,LD_1017,2033
285,LD_1018,9091
286,LD_1022,2154
287,LD_1036,7364
288,LD_1038,79
289,LD_1044,1822
290,LD_1045,1822
291,LD_1047,984
292,LD_1049,9074
293,LD_1050,9074
294,LD_1052,2216
295,LD_1054,2216
296,LD_1062,1792
297,LD_1064,1792
298,LD_1066,8078
299,LD_1069,6842
300,LD_1070,6842
301,LD_1071,6842
302,LD_1077,6510
303,LD_1079,3159
304,LD_1085,2397
305,LD_1094,2297
306,LD_1097,2297
307,LD_1098,8590
308,LD_1101,5946
309,LD_1114,4082
310,LD_1116,8706
311,LD_1117,6993
312,LD_1118,6993
313,LD_1124,2689
314,LD_1125,2689
315,LD_1126,2689
316,LD_1137,8668
317,LD_1139,354
318,LD_1153,1729
319,LD_1158,8280
320,LD_1163,6479
321,LD_1164,6479
322,LD_1165,4193
323,LD_1171,4710
324,LD_1177,5098
325,LD_1178,5098
326,LD_1186,462
327,LD_1189,3182
328,LD_1201,1437
329,LD_1202,1436
330,LD_1204,8423
331,LD_1205,8420
332,LD_1210,2322
333,LD_1211,2322
334,LD_1215,6055
335,LD_1216,9335
336,LD_1222,3581
337,LD_1223,3584
338,LD_1225,324
339,LD_1230,466
340,LD_1233,9367
341,LD_1234,7702
342,LD_1235,1166
343,LD_1236,8967
344,LD_1241,5503
345,LD_1242,81
346,LD_1247,1834
347,LD_1248,6375
348,LD_1254,6504
349,LD_1256,6491
350,LD_1268,9185
351,LD_1269,524
352,LD_1270,528
353,LD_1279,7177
354,LD_1282,7044
355,LD_1284,4848
356,LD_1286,4845
357,LD_1290,6209
358,LD_1291,6209
359,LD_1293,9855
360,LD_1297,3896
361,LD_1300,468
362,LD_1302,8074
363,LD_1303,7194
364,LD_1313,5005
365,LD_1317,2553
366,LD_1319,2553
367,LD_1321,2569
368,LD_1325,4293
369,LD_1326,9084
370,LD_1327,9084
371,LD_1329,1097
372,LD_1330,1542
373,LD_1331,6507
374,LD_1332,6506
375,LD_1336,8365
376,LD_1343,3565
377,LD_1344,8586
378,LD_1348,5992
379,LD_1353,5747
380,LD_1355,1999
381,LD_1357,1999
382,LD_1359,1249
383,LD_1364,5501
384,LD_1368,3640
385,LD_1369,9267
386,LD_1371,6052
387,LD_1372,6053
388,LD_1373,1045
389,LD_1380,8115
390,LD_1381,1767
391,LD_1385,7184
392,LD_1389,6620
393,LD_1390,5349
394,LD_1391,5131
395,LD_1392,5131
396,LD_1396,3827
397,LD_1407,3908
398,LD_1411,6110
399,LD_1416,5854
400,LD_1426,3737
401,LD_1429,5442
402,LD_1430,5443
403,LD_1432,3664
404,LD_1441,1743
405,LD_1442,7163
406,LD_1443,9072
407,LD_1446,6104
408,LD_1450,6147
409,LD_1455,9679
410,LD_1459,9679
411,LD_1466,7816
412,LD_1467,3932
413,LD_1470,3331
414,LD_1472,3127
415,LD_1481,2693
416,LD_1487,709
417,LD_1491,4317
418,LD_1492,2378
419,LD_1498,4928
420,LD_1499,5318
421,LD_1501,6184
422,LD_1503,3040
423,LD_1510,631
424,LD_1513,6392
425,LD_1514,6392
426,LD_1515,5082
427,LD_1517,4016
428,LD_1520,1048
429,LD_1524,4739
430,LD_1526,4739
431,LD_1530,8985
432,LD_1534,8578
433,LD_1537,6495
434,LD_1542,7633
435,LD_1543,7633
436,LD_1545,2717
437,LD_1546,6171
438,LD_1552,9637
439,LD_1556,7879
440,LD_1558,8746
441,LD_1561,3486
442,LD_1563,4386
443,LD_1566,7929
444,LD_1576,3601
445,LD_1577,7117
446,LD_1587,7154
447,LD_1589,5710
448,LD_1590,4811
449,LD_1591,4811
450,LD_1597,6511
451,LD_1601,6513
452,LD_1619,857
453,LD_1623,8205
454,LD_1624,8205
455,LD_1626,5880
456,LD_1627,6579
457,LD_1629,3235
458,LD_1631,4150
459,LD_1632,4486
460,LD_1637,6338
461,LD_1647,5970
462,LD_1648,5970
463,LD_1649,5969
464,LD_1650,5969
465,LD_1654,3390
466,LD_1655,6665
467,LD_1656,5941
468,LD_1657,5941
469,LD_1666,5115
470,LD_1670,7747
471,LD_1671,7747
472,LD_1672,7721
473,LD_1674,5524
474,LD_1675,4316
475,LD_1681,7217
476,LD_1685,7090
477,LD_1687,2967
478,LD_1692,5320
479,LD_1709,3887
480,LD_1713,5302
481,LD_1714,5302
482,LD_1717,5521
483,LD_1718,4714
484,LD_1722,9233
485,LD_1725,1282
486,LD_1726,1282
487,LD_1728,2725
488,LD_1731,4106
489,LD_1734,3809
490,LD_1737,5022
491,LD_1741,3890
492,LD_1743,1666
493,LD_1746,3330
494,LD_1747,3330
495,LD_1754,7807
496,LD_1759,1763
497,LD_1762,967
498,LD_1763,967
499,LD_1764,1076
500,LD_1765,1076
501,LD_1774,2696
502,LD_1779,5174
503,LD_1781,2228
504,LD_1782,862
505,LD_1784,855
506,LD_1793,820
507,LD_1795,820
508,LD_1796,6411
509,LD_1801,7123
510,LD_1803,7123
511,LD_1809,637
512,LD_1811,2217
513,LD_1816,2217
514,LD_1819,2638
515,LD_1826,2577
516,LD_1828,2362
517,LD_1834,6554
518,LD_1837,5615
519,LD_1838,5615
520,LD_1842,5914
521,LD_1844,5914
522,LD_1849,1453
523,LD_1852,194
524,LD_1854,194
525,LD_1857,194
526,LD_1863,5648
527,LD_1868,1567
528,LD_1869,1567
529,LD_1871,2094
530,LD_1872,2094
531,LD_1877,6151
532,LD_1884,5214
533,LD_1886,5205
534,LD_1887,5205
535,LD_1888,9268
536,LD_1893,471
537,LD_1895,482
538,LD_1896,6493
539,LD_1900,2218
540,LD_1901,6727
541,LD_1902,6728
542,LD_1904,6730
543,LD_1906,3798
544,LD_1907,3799
545,LD_1910,9822
546,LD_1912,9890
547,LD_1915,3912
548,LD_1922,6200
549,LD_1923,6200
550,LD_1925,6353
551,LD_1927,4292
552,LD_1928,4292
553,LD_1929,8328
554,LD_1932,94
555,LD_1939,5921
556,LD_1941,2602
557,LD_1942,2602
558,LD_1944,2602
559,LD_1945,2602
560,LD_1948,2602
561,LD_1950,2602
562,LD_1951,2508
563,LD_1961,7795
564,LD_1973,5219
565,LD_1976,5794
566,LD_1979,7362
567,LD_1980,7362
568,LD_1985,3505
569,LD_1986,7416
570,LD_1995,7168
571,LD_2000,4073
572,LD_2001,4073
573,LD_2019,9650
574,LD_2020,4746
575,LD_2024,8339
576,LD_2027,6763
577,LD_2032,9873
578,LD_2043,1614
579,LD_2044,1614
580,LD_2047,5900
581,LD_2050,9407
582,LD_2051,9131
583,LD_2054,2875
584,LD_2056,404
585,LD_2058,405
586,LD_2070,9896
587,LD_2089,1321
588,LD_2092,1325
589,LD_2095,1321
590,LD_2096,3866
591,LD_2098,5993
592,LD_2104,1660
593,LD_2108,25
594,LD_2109,9234
595,LD_2110,1608
596,LD_2115,2616
597,LD_2117,7774
598,LD_2121,8488
599,LD_2126,1228
600,LD_2128,7249
601,LD_2140,932
602,LD_2144,932
603,LD_2146,6119
604,LD_2149,1991
605,LD_2154,995
606,LD_2162,8979
607,LD_2172,824
608,LD_2175,7257
609,LD_2176,7257
610,LD_2178,9374
611,LD_2187,1855
612,LD_2194,8560
613,LD_2196,2235
614,LD_2199,805
615,LD_2202,2165
616,LD_2207,2130
617,LD_2208,2093
618,LD_2213,5332
619,LD_2215,402
620,LD_2216,6887
621,LD_2235,1281
622,LD_2237,1280
623,LD_2245,3266
624,LD_2249,5776
625,LD_2250,5775
626,LD_2251,5775
627,LD_2254,1341
628,LD_2255,1341
629,LD_2256,1740
630,LD_2266,2570
631,LD_2270,4594
632,LD_2272,5365
633,LD_2273,5366
634,LD_2275,6323
635,LD_2276,5897
636,LD_2282,6853
637,LD_2288,6855
638,LD_2289,7681
639,LD_2290,7681
640,LD_2293,433
641,LD_2296,8069
642,LD_2301,3844
643,LD_2302,3820
644,LD_2305,7541
645,LD_2306,7541
646,LD_2308,3082
647,LD_2314,7909
648,LD_2317,1964
649,LD_2322,9086
650,LD_2324,4033
651,LD_2334,514
652,LD_2336,510
653,LD_2338,5913
654,LD_2340,5416
655,LD_2347,5989
656,LD_2350,1111
657,LD_2353,2913
658,LD_2356,2512
659,LD_2358,5684
660,LD_2359,7145
661,LD_2363,5273
662,LD_2372,5895
663,LD_2373,3910
664,LD_2374,3910
665,LD_2378,3817
666,LD_2380,2860
667,LD_2381,5101
668,LD_2386,4229
669,LD_2387,4253
670,LD_2392,1279
671,LD_2401,9073
672,LD_2404,4282
673,LD_2405,98
674,LD_2408,7618
675,LD_2415,4713
676,LD_2418,5423
677,LD_2419,633
678,LD_2423,568
679,LD_2424,568
680,LD_2429,5150
681,LD_2430,5150
682,LD_2434,4341
683,LD_2436,7933
684,LD_2449,9242
685,LD_2465,590
686,LD_2466,591
687,LD_2474,5682
688,LD_2475,2058
689,LD_2476,8417
690,LD_2479,2203
691,LD_2481,2691
692,LD_2483,2583
693,LD_2486,2002
694,LD_2489,5182
695,LD_2493,2229
696,LD_2501,6714
697,LD_2502,6714
698,LD_2508,4025
699,LD_2515,4558
700,LD_2516,4558
701,LD_2518,6802
702,LD_2519,2241
703,LD_2520,8155
704,LD_2521,793
705,LD_2525,989
706,LD_2526,66
707,LD_2532,4707
708,LD_2533,4706
709,LD_2544,7191
710,LD_2546,5459
711,LD_2549,6403
712,LD_2550,2680
713,LD_2563,5360
714,LD_2564,5360
715,LD_2577,2276
716,LD_2583,2581
717,LD_2584,7517
718,LD_2585,7517
719,LD_2586,7072
720,LD_2587,3828
721,LD_2588,3828
722,LD_2589,6351
723,LD_2594,7225
724,LD_2595,7225
725,LD_2596,6421
726,LD_2599,2847
727,LD_2606,1960
728,LD_2609,8406
729,LD_2615,9676
730,LD_2617,705
731,LD_2623,676
732,LD_2625,672
733,LD_2630,661
734,LD_2631,661
735,LD_2633,7731
736,LD_2634,7731
737,LD_2641,7276
738,LD_2644,9006
739,LD_2646,1806
740,LD_2653,2207
741,LD_2654,1446
742,LD_2655,1446
743,LD_2657,3835
744,LD_2658,517
745,LD_2661,4017
746,LD_2668,8227
747,LD_2670,8341
748,LD_2673,2285
749,LD_2677,3724
750,LD_2679,3679
751,LD_2680,3679
752,LD_2681,3679
753,LD_2685,8884
754,LD_2686,3191
755,LD_2687,453
756,LD_2689,5694
757,LD_2695,5171
758,LD_2699,5092
759,LD_2700,5091
760,LD_2703,4430
761,LD_2707,4047
762,LD_2710,5380
763,LD_2711,5376
764,LD_2712,6484
765,LD_2718,8157
766,LD_2720,6825
767,LD_2724,5432
768,LD_2727,5673
769,LD_2728,1570
770,LD_2730,9856
771,LD_2738,6149
772,LD_2743,9272
773,LD_2746,4790
774,LD_2751,9054
775,LD_2753,4478
776,LD_2755,6720
777,LD_2760,8625
778,LD_2762,8626
779,LD_2763,213
780,LD_2768,256
781,LD_2772,2321
782,LD_2775,1957
783,LD_2776,1957
784,LD_2778,2363
785,LD_2783,2099
786,LD_2786,2317
787,LD_2791,7694
788,LD_2792,9115
789,LD_2797,4610
790,LD_2805,2486
791,LD_2806,2562
792,LD_2807,1098
793,LD_2810,7849
794,LD_2811,4209
795,LD_2813,6277
796,LD_2820,7122
797,LD_2834,5662
798,LD_2838,5767
799,LD_2850,8266
800,LD_2851,8266
801,LD_2853,7219
802,LD_2857,4675
803,LD_2862,788
804,LD_2874,2331
805,LD_2875,2332
806,LD_2877,2333
807,LD_2878,2334
808,LD_2879,2114
809,LD_2883,8781
810,LD_2887,9226
811,LD_2888,9278
812,LD_2893,2567
813,LD_2895,9903
814,LD_2898,6574
815,LD_2900,4285
816,LD_2908,1086
817,LD_2912,6883
818,LD_2919,5464
819,LD_2922,4456
820,LD_2925,425
821,LD_2934,370
822,LD_2939,7520
823,LD_2940,7521
824,LD_2950,8203
825,LD_2953,6766
826,LD_2958,9782
827,LD_2960,9865
828,LD_2962,8456
829,LD_2964,2871
830,LD_2976,4067
831,LD_2977,4060
832,LD_2983,6861
833,LD_2986,3917
834,LD_2989,6572
835,LD_2991,9577
836,LD_2994,9576
837,LD_2997,2152
838,LD_3001,9490
839,LD_3002,4338
840,LD_3007,7202
841,LD_3008,7203
842,LD_3012,1690
843,LD_3013,4124
844,LD_3015,8666
845,LD_3022,5616
846,LD_3025,9817
847,LD_3026,3994
848,LD_3027,3995
849,LD_3028,4670
850,LD_3033,4244
851,LD_3034,4448
852,LD_3038,6489
853,LD_3040,3865
854,LD_3041,3865
855,LD_3047,1791
856,LD_3049,4421
857,LD_3055,3916
858,LD_3056,6237
859,LD_3062,1528
860,LD_3063,1530
861,LD_3064,7413
862,LD_3066,6827
863,LD_3068,5492
864,LD_3070,5492
865,LD_3082,9479
866,LD_3084,4632
867,LD_3085,4631
868,LD_3087,2311
869,LD_3088,2311
870,LD_3090,4751
871,LD_3093,5756
872,LD_3094,5756
873,LD_3095,5953
874,LD_3096,7670
875,LD_3100,1633
876,LD_3101,1633
877,LD_3111,7524
878,LD_3125,2022
879,LD_3126,7411
880,LD_3129,9083
881,LD_3137,8340
882,LD_3138,8340
883,LD_3141,2494
884,LD_3143,2494
885,LD_3146,3355
886,LD_3148,3487
887,LD_3150,5916
888,LD_3151,5916
889,LD_3154,3258
890,LD_3156,6100
891,LD_3160,9596
892,LD_3161,3289
893,LD_3162,7152
894,LD_3164,4718
895,LD_3168,8686
896,LD_3171,3150
897,LD_3173,3502
898,LD_3180,2380
899,LD_3181,2380
900,LD_3184,4582
901,LD_3186,7339
902,LD_3189,2213
903,LD_3190,2213
904,LD_3191,9352
905,LD_3195,6310
906,LD_3196,3121
907,LD_3197,625
908,LD_3200,625
909,LD_3204,2834
910,LD_3207,384
911,LD_3208,384
912,LD_3209,6541
913,LD_3212,819
914,LD_3214,819
915,LD_3217,91
916,LD_3218,91
917,LD_3219,6893
918,LD_3221,3847
919,LD_3233,8929
920,LD_3247,4197
921,LD_3258,1564
922,LD_3261,1565
923,LD_3267,422
924,LD_3268,422
925,LD_3273,6651
926,LD_3278,6639
927,LD_3281,1874
928,LD_3283,1874
929,LD_3284,8208
930,LD_3288,2338
931,LD_3289,2682
932,LD_3290,2682
933,LD_3308,5886
934,LD_3311,1259
935,LD_3312,1259
936,LD_3314,1259
937,LD_3315,8837
938,LD_3320,7962
939,LD_3323,7911
940,LD_3324,7912
941,LD_3328,4239
942,LD_3332,5238
943,LD_3336,4690
944,LD_3338,812
945,LD_3339,5154
946,LD_3343,5762
947,LD_3344,5762
948,LD_3353,1186
949,LD_3357,1499
950,LD_3358,1499
951,LD_3359,4802
952,LD_3362,5593
953,LD_3378,1600
954,LD_3381,297
955,LD_3384,5102
956,LD_3388,8035
957,LD_3396,2805
958,LD_3406,8647
959,LD_3408,3975
960,LD_3409,3976
961,LD_3410,1103
962,LD_3416,5481
963,LD_3424,3394
964,LD_3425,3394
965,LD_3429,6413
966,LD_3435,9900
967,LD_3436,9900
968,LD_3437,2724
969,LD_3438,7275
970,LD_3440,516
971,LD_3448,9885
972,LD_3450,9887
973,LD_3453,6473
974,LD_3454,6473
975,LD_3460,7543
976,LD_3463,1485
977,LD_3468,6204
978,LD_3470,6204
979,LD_3471,4066
980,LD_3476,90
981,LD_3479,2215
982,LD_3484,1229
983,LD_3486,1229
984,LD_3492,5415
985,LD_3496,2381
986,LD_3497,7310
987,LD_3498,7310
988,LD_3503,785
989,LD_3505,785
990,LD_3506,5086
991,LD_3509,2492
992,LD_3511,3891
993,LD_3513,918
994,LD_3516,7030
995,LD_3517,7030
996,LD_3519,850
997,LD_3523,6722
998,LD_3525,5905
999,LD_3526,5905
1000,LD_3527,5905
1001,LD_3532,737
1002,LD_3537,5629
1003,LD_3538,5641
1004,LD_3539,6347
1005,LD_3540,3167
1006,LD_3544,6768
1007,LD_3547,8449
1008,LD_3553,4206
1009,LD_3554,1489
1010,LD_3560,8460
1011,LD_3562,4683
1012,LD_3567,3469
1013,LD_3569,2983
1014,LD_3570,9836
1015,LD_3581,9433
1016,LD_3583,3482
1017,LD_3589,6024
1018,LD_3591,5678
1019,LD_3600,6167
1020,LD_3608,4204
1021,LD_3610,259
1022,LD_3615,5755
1023,LD_3621,2803
1024,LD_3622,2804
1025,LD_3625,8389
1026,LD_3632,2418
1027,LD_3638,1933
1028,LD_3648,2930
1029,LD_3655,1754
1030,LD_3656,1755
1031,LD_3658,1757
1032,LD_3659,1758
1033,LD_3666,4917
1034,LD_3669,8812
1035,LD_3671,1189
1036,LD_3676,8256
1037,LD_3680,4458
1038,LD_3684,4475
1039,LD_3685,4475
1040,LD_3688,6775
1041,LD_3691,5471
1042,LD_3693,1396
1043,LD_3694,1396
1044,LD_3696,2265
1045,LD_3697,3763
1046,LD_3702,8178
1047,LD_3703,8179
1048,LD_3714,4145
1049,LD_3716,5994
1050,LD_3717,3921
1051,LD_3721,3682
1052,LD_3728,5833
1053,LD_3729,603
1054,LD_3730,603
1055,LD_3732,2400
1056,LD_3739,4234
1057,LD_3740,1026
1058,LD_3742,4600
1059,LD_3745,5725
1060,LD_3750,8577
1061,LD_3756,6276
1062,LD_3761,5232
1063,LD_3762,5232
1064,LD_3767,8856
1065,LD_3769,3169
1066,LD_3770,2150
1067,LD_3777,5943
1068,LD_3781,2006
1069,LD_3790,2054
1070,LD_3793,8111
1071,LD_3794,8110
1072,LD_3795,8113
1073,LD_3796,1998
1074,LD_3798,4531
1075,LD_3806,1260
1076,LD_3810,5279
1077,LD_3812,3750
1078,LD_3818,2718
1079,LD_3825,2694
1080,LD_3835,3028
1081,LD_3837,3539
1082,LD_3838,3539
1083,LD_3839,3550
1084,LD_3842,5560
1085,LD_3843,5560
1086,LD_3845,6236
1087,LD_3851,727
1088,LD_3856,3333
1089,LD_3859,6111
1090,LD_3869,7710
1091,LD_3874,7559
1092,LD_3875,7634
1093,LD_3877,9239
1094,LD_3881,8824
1095,LD_3882,1573
1096,LD_3885,5749
1097,LD_3886,5749
1098,LD_3887,5203
1099,LD_3891,5984
1100,LD_3900,5202
1101,LD_3901,5202
1102,LD_3905,5936
1103,LD_3908,5227
1104,LD_3910,1264
1105,LD_3911,1264
1106,LD_3916,6034
1107,LD_3917,4552
1108,LD_3921,3277
1109,LD_3922,3277
1110,LD_3923,6315
1111,LD_3925,6315
1112,LD_3926,4429
1113,LD_3927,4429
1114,LD_3930,3200
1115,LD_3933,5007
1116,LD_3938,1561
1117,LD_3939,1561
1118,LD_3941,1465
1119,LD_3942,8612
1120,LD_3946,8774
1121,LD_3947,8774
1122,LD_3964,1449
1123,LD_3971,1230
1124,LD_3975,2436
1125,LD_3978,2708
1126,LD_3985,7982
1127,LD_3986,2686
1128,LD_3989,1878
1129,LD_3994,3124
1130,LD_3997,1771
1131,LD_3998,1771
1132,LD_4000,2539
1133,LD_4003,99
1134,LD_4004,99
1135,LD_4012,9316
1136,LD_4026,8903
1137,LD_4031,6135
1138,LD_4035,4709
1139,LD_4051,1241
1140,LD_4054,2907
1141,LD_4055,2907
1142,LD_4056,875
1143,LD_4059,7075
1144,LD_4064,798
1145,LD_4066,798
1146,LD_4069,2252
1147,LD_4071,2252
1148,LD_4075,5187
1149,LD_4076,5187
1150,LD_4078,5249
1151,LD_4080,5247
1152,LD_4082,5247
1153,LD_4083,2515
1154,LD_4090,6678
1155,LD_4094,6344
1156,LD_4100,9699
1157,LD_4103,6391
1158,LD_4110,4177
1159,LD_4121,1632
1160,LD_4122,1631
1161,LD_4125,1631
1162,LD_4132,6623
1163,LD_4133,6138
1164,LD_4134,1333
1165,LD_4136,1333
1166,LD_4139,4154
1167,LD_4141,6267
1168,LD_4148,6165
1169,LD_4149,6165
1170,LD_4150,100
1171,LD_4151,100
1172,LD_4153,2026
1173,LD_4156,632
1174,LD_4161,7585
1175,LD_4165,6354
1176,LD_4182,4561
1177,LD_4188,6318
1178,LD_4189,6502
1179,LD_4190,6501
1180,LD_4195,3053
1181,LD_4196,3053
1182,LD_4200,5336
1183,LD_4201,5336
1184,LD_4202,5463
1185,LD_4205,6059
1186,LD_4206,3691
1187,LD_4221,7707
1188,LD_4228,6436
1189,LD_4237,3791
1190,LD_4238,5439
1191,LD_4240,7928
1192,LD_4243,3147
1193,LD_4245,2657
1194,LD_4257,8723
1195,LD_4258,3280
1196,LD_4261,1330
1197,LD_4268,4076
1198,LD_4269,1974
1199,LD_4272,3219
1200,LD_4274,1135
1201,LD_4278,4432
1202,LD_4282,4432
1203,LD_4284,1849
1204,LD_4291,1979
1205,LD_4293,1859
1206,LD_4294,1737
1207,LD_4300,8619
1208,LD_4302,9417
1209,LD_4314,9724
1210,LD_4315,9724
1211,LD_4316,9724
1212,LD_4319,9726
1213,LD_4320,9720
1214,LD_4321,9720
1215,LD_4324,9773
1216,LD_4337,9719
1217,LD_4342,9725
1218,LD_4343,9725
1219,LD_4346,7144
1220,LD_4367,4078
1221,LD_4373,2599
1222,LD_4376,1618
1223,LD_4377,1617
1224,LD_4378,1617
1225,LD_4381,8959
1226,LD_4384,8085
1227,LD_4387,6152
1228,LD_4391,830
1229,LD_4393,7036
1230,LD_4402,5169
1231,LD_4404,5844
1232,LD_4405,5844
1233,LD_4406,6197
1234,LD_4413,1265
1235,LD_4416,551
1236,LD_4417,551
1237,LD_4423,1978
1238,LD_4425,273
1239,LD_4429,345
1240,LD_4431,8565
1241,LD_4432,8271
1242,LD_4436,2542
1243,LD_4439,2542
1244,LD_4440,2542
1245,LD_4447,2536
1246,LD_4448,2536
1247,LD_4454,3665
1248,LD_4455,6761
1249,LD_4456,6761
1250,LD_4466,1435
1251,LD_4468,2594
1252,LD_4471,617
1253,LD_4485,3105
1254,LD_4491,2534
1255,LD_4492,2535
1256,LD_4496,9639
1257,LD_4501,1892
1258,LD_4503,811
1259,LD_4505,7209
1260,LD_4509,582
1261,LD_4510,2505
1262,LD_4513,2826
1263,LD_4515,7691
1264,LD_4516,7691
1265,LD_4524,8741
1266,LD_4526,8742
1267,LD_4535,2897
1268,LD_4536,2898
1269,LD_4540,8819
1270,LD_4547,3935
1271,LD_4550,1700
1272,LD_4555,7608
1273,LD_4565,5410
1274,LD_4571,376
1275,LD_4591,1107
1276,LD_4594,3240
1277,LD_4600,8621
1278,LD_4604,7852
1279,LD_4609,4465
1280,LD_4610,5983
1281,LD_4620,7439
1282,LD_4622,7511
1283,LD_4623,7511
