l,branch_name,from_bus,to_bus,suscept,available
44,Branch_59,3525,4529,207.0393374741201,1
45,Branch_60,3409,4087,78.98894154818325,1
46,Branch_61,3643,3819,230.4147465437788,1
47,Branch_62,4545,4888,434.7826086956522,1
48,Branch_63,3409,3843,115.2073732718894,1
49,Branch_64,3462,3843,346.02076124567475,1
50,Branch_65,3167,3462,134.2281879194631,1
51,Branch_66,4046,4529,166.9449081803005,1
52,Branch_67,3819,4681,291.5451895043732,1
53,Branch_68,3912,4681,980.3921568627451,1
54,Branch_69,3525,3819,230.4147465437788,1
55,Branch_70,4046,4087,200.40080160320642,1
56,Branch_71,3429,4087,165.56291390728478,1
57,Branch_72,4681,4888,107.9913606911447,1
58,Branch_73,2815,3462,50.25125628140704,1
59,Branch_74,4530,5119,126.90355329949239,1
60,Branch_75,3645,5119,138.50415512465375,1
61,Branch_77,1974,2641,76.21951219512195,1
62,Branch_78,4294,4476,283.28611898017,1
63,Branch_79,4294,4546,118.48341232227489,1
64,Branch_80,3913,4680,980.3921568627451,1
65,Branch_81,4047,4088,200.40080160320642,1
66,Branch_83,4088,4245,80.84074373484236,1
67,Branch_84,3448,4274,201.61290322580646,1
68,Branch_85,3697,4680,222.22222222222223,1
69,Branch_87,3818,4680,291.5451895043732,1
70,Branch_88,3644,3818,230.4147465437788,1
71,Branch_89,3644,3725,222.22222222222223,1
72,Branch_90,4245,4274,177.3049645390071,1
73,Branch_91,3011,4274,248.75621890547265,1
74,Branch_92,3428,4088,165.56291390728478,1
75,Branch_93,2805,3697,2000.0,1
76,Branch_94,2805,4889,163.3986928104575,1
77,Branch_95,4545,4889,434.7826086956522,1
78,Branch_96,3524,3818,840.3361344537815,1
79,Branch_97,3524,5119,2000.0,1
80,Branch_98,2814,3377,59.73715651135006,1
81,Branch_99,2814,4682,55.40166204986149,1
82,Branch_100,4501,4545,98.91196834817013,1
83,Branch_101,4147,4501,59.171597633136095,1
84,Branch_102,4147,4431,58.445353594389246,1
85,Branch_103,3459,4682,163.3986928104575,1
86,Branch_104,2814,4431,37.764350453172206,1
87,Branch_105,4811,4818,276.24309392265195,1
88,Branch_106,4810,4818,276.24309392265195,1
89,Branch_107,2123,2292,147.27540500736376,1
90,Branch_108,3198,4853,370.3703703703704,1
91,Branch_109,3198,4546,578.0346820809249,1
92,Branch_112,3448,4273,201.61290322580646,1
93,Branch_113,3408,4244,116.95906432748538,1
94,Branch_114,3461,3831,145.5604075691412,1
95,Branch_115,3408,3844,115.2073732718894,1
96,Branch_116,3461,3844,346.02076124567475,1
97,Branch_117,4244,4273,173.91304347826087,1
98,Branch_118,2815,3831,76.74597083653109,1
99,Branch_119,3166,3461,134.2281879194631,1
100,Branch_120,3010,4273,248.75621890547265,1
101,Branch_125,3525,5120,2000.0,1
102,Branch_129,4546,4853,222.22222222222223,1
103,Branch_131,5199,5511,32.102728731942214,1
104,Branch_132,5511,5581,26.845637583892618,1
105,Branch_133,4047,5119,70.77140835102618,1
106,Branch_140,1875,2292,90.66183136899366,1
107,Branch_142,3569,3659,188.32391713747646,1
108,Branch_143,4042,4363,68.87052341597796,1
109,Branch_144,3432,4363,51.84033177812338,1
110,Branch_145,4042,4909,65.7030223390276,1
111,Branch_146,3569,4909,134.40860215053763,1
112,Branch_147,1944,2610,75.52870090634441,1
113,Branch_149,1975,2093,73.31378299120234,1
114,Branch_150,2706,5236,68.1663258350375,1
115,Branch_151,3800,4112,137.5515818431912,1
116,Branch_152,3659,4780,52.43838489774515,1
117,Branch_153,2693,3800,89.68609865470852,1
118,Branch_154,2693,4780,138.50415512465375,1
119,Branch_155,5275,5528,29.585798816568047,1
120,Branch_156,3660,4352,139.08205841446454,1
121,Branch_157,3659,4406,66.09385327164574,1
122,Branch_158,4406,4791,202.83975659229208,1
123,Branch_159,4406,4781,253.80710659898477,1
124,Branch_160,4789,4880,2000.0,1
125,Branch_161,4791,4880,2000.0,1
126,Branch_162,6109,6187,212.7659574468085,1
127,Branch_163,3316,3414,209.20502092050208,1
128,Branch_164,3316,3659,58.37711617046118,1
129,Branch_165,3178,3316,571.4285714285714,1
130,Branch_166,3316,4458,71.02272727272727,1
131,Branch_167,5796,6148,24.81389578163772,1
132,Branch_168,8763,9005,63.45177664974619,1
133,Branch_169,8763,8842,63.73486297004462,1
134,Branch_170,8763,8916,21.734405564007826,1
135,Branch_171,9058,9088,258.3979328165375,1
136,Branch_172,8916,8996,123.60939431396787,1
137,Branch_173,8996,9058,2000.0,1
138,Branch_174,9088,9089,31.12356053532524,1
139,Branch_175,8939,9088,27.151778441487917,1
140,Branch_176,8752,9089,2000.0,1
141,Branch_177,8752,9270,61.61429451632779,1
142,Branch_178,2211,2657,67.02412868632707,1
143,Branch_179,2806,4589,104.9317943336831,1
144,Branch_180,3304,3591,1538.4615384615386,1
145,Branch_181,3304,4259,149.7005988023952,1
146,Branch_182,4259,4587,1123.5955056179776,1
147,Branch_183,4587,4746,245.09803921568627,1
148,Branch_184,2806,3591,751.8796992481203,1
149,Branch_186,1761,1875,21.408691928923144,1
150,Branch_187,4586,4746,242.13075060532688,1
151,Branch_188,3234,4342,117.9245283018868,1
152,Branch_189,3305,3665,147.05882352941177,1
153,Branch_190,3234,4592,119.47431302270012,1
154,Branch_191,3234,3590,621.1180124223603,1
155,Branch_192,4258,4586,1123.5955056179776,1
156,Branch_193,3665,4456,95.23809523809524,1
157,Branch_194,4258,4456,1282.051282051282,1
158,Branch_195,3305,3590,1538.4615384615386,1
159,Branch_197,6016,6499,401.60642570281124,1
160,Branch_198,2169,5705,15.299877600979192,1
161,Branch_200,3869,4746,116.95906432748538,1
162,Branch_201,3869,4025,109.40919037199124,1
163,Branch_203,2013,2270,20.837674515524068,1
164,Branch_204,5307,5604,19.04036557501904,1
165,Branch_205,5193,5494,34.73428273706148,1
166,Branch_206,5193,5604,31.201248049921997,1
167,Branch_207,2013,2199,46.2962962962963,1
168,Branch_208,5196,5432,2000.0,1
169,Branch_209,5192,5196,77.9423226812159,1
170,Branch_210,5192,5238,97.46588693957115,1
171,Branch_211,5196,5604,40.19292604501608,1
172,Branch_215,5177,5283,64.06149903907752,1
173,Branch_216,5177,5384,126.26262626262626,1
174,Branch_217,5177,5525,45.20795660036166,1
175,Branch_218,5194,5283,73.96449704142012,1
176,Branch_219,5189,5525,45.20795660036166,1
177,Branch_220,5194,5604,35.4735721887194,1
178,Branch_223,2362,2382,59.701492537313435,1
179,Branch_225,2402,6354,17.911517105498834,1
180,Branch_226,7737,7800,223.71364653243847,1
181,Branch_227,3561,4079,15.559358954411078,1
182,Branch_236,1984,2079,7.957981855801369,1
183,Branch_238,3893,4527,13.05653479566523,1
184,Branch_239,3893,4443,17.37921445950643,1
185,Branch_241,4527,5039,46.62004662004662,1
186,Branch_242,2920,5039,2000.0,1
187,Branch_243,3038,4079,35.98416696653472,1
188,Branch_244,3038,5039,19.952114924181963,1
189,Branch_245,5143,5261,165.8374792703151,1
190,Branch_246,5143,5478,72.04610951008645,1
191,Branch_247,5143,5424,333.3333333333333,1
192,Branch_248,5147,5261,763.3587786259542,1
193,Branch_249,5141,5478,47.57373929590866,1
194,Branch_250,4764,5141,29.394473838918284,1
195,Branch_251,2904,3596,23.507287259050305,1
196,Branch_252,3596,4764,16.863406408094434,1
197,Branch_253,2904,3324,32.733224222585925,1
198,Branch_255,2560,5983,20.755500207555002,1
199,Branch_257,5258,5571,85.5431993156544,1
200,Branch_258,5323,5424,34.18803418803419,1
201,Branch_259,5219,5323,34.18803418803419,1
202,Branch_260,5184,5258,28.240609997175937,1
203,Branch_261,5184,5399,28.87669650591972,1
204,Branch_262,5184,5219,15.688735487919674,1
205,Branch_263,5571,5572,43.440486533449175,1
206,Branch_264,5517,5572,9.96710854181202,1
207,Branch_265,5238,5517,45.08566275924256,1
208,Branch_266,5211,5399,65.57377049180327,1
209,Branch_267,5174,5399,2000.0,1
210,Branch_270,2340,2658,43.38394793926247,1
211,Branch_272,5319,5338,56.882821387940844,1
212,Branch_273,5273,5304,82.98755186721992,1
213,Branch_277,5319,5619,42.62574595055413,1
214,Branch_278,5338,5636,892.8571428571429,1
215,Branch_279,5199,5498,14.84560570071259,1
216,Branch_280,5498,5619,20.990764063811923,1
217,Branch_281,1903,2079,7.273785277858598,1
218,Branch_282,5256,5506,24.33682161109759,1
219,Branch_283,5266,5592,143.88489208633092,1
220,Branch_284,5173,5266,77.33952049497293,1
221,Branch_285,5424,5506,12.12856276531231,1
222,Branch_286,5347,5452,62.93266205160478,1
223,Branch_287,5173,5372,50.70993914807302,1
224,Branch_288,5265,5347,42.5531914893617,1
225,Branch_289,5266,5272,23.872045834328002,1
226,Branch_290,5347,5506,42.99226139294927,1
227,Branch_291,5265,5284,30.497102775236353,1
228,Branch_292,5372,5452,27.01242571582928,1
229,Branch_293,5292,5592,38.02281368821293,1
230,Branch_294,5272,5619,81.76614881439085,1
231,Branch_295,5235,5272,847.457627118644,1
232,Branch_296,5454,5495,16.331863465621428,1
233,Branch_297,5275,5420,273.972602739726,1
234,Branch_298,5284,5495,26.72367717797969,1
235,Branch_299,5420,5454,20.124773596297043,1
236,Branch_300,2018,2078,15.121729925903523,1
237,Branch_302,5617,5636,33.244680851063826,1
238,Branch_303,5273,5617,48.2392667631452,1
239,Branch_304,5273,5424,23.674242424242426,1
240,Branch_305,1949,5499,11.665888940737284,1
241,Branch_306,1949,2161,37.85011355034065,1
242,Branch_310,3765,4374,41.63197335553705,1
243,Branch_311,3411,4374,216.91973969631238,1
244,Branch_312,3417,3794,90.66183136899366,1
245,Branch_313,3500,3872,68.4931506849315,1
246,Branch_314,3872,4502,526.3157894736842,1
247,Branch_315,3023,3417,80.32128514056225,1
248,Branch_316,3023,4502,189.3939393939394,1
249,Branch_317,3023,3097,117.37089201877934,1
250,Branch_318,4027,4848,173.61111111111111,1
251,Branch_319,3501,4848,113.25028312570781,1
252,Branch_322,3436,4027,16.142050040355127,1
253,Branch_323,3324,4493,37.93626707132018,1
254,Branch_324,4399,4493,122.24938875305624,1
255,Branch_327,1774,2017,12.856775520699408,1
256,Branch_328,3324,3948,35.842293906810035,1
257,Branch_329,4571,4632,116.14401858304298,1
258,Branch_330,3473,3739,2000.0,1
259,Branch_332,3473,4571,105.3740779768177,1
260,Branch_333,3948,4632,98.13542688910697,1
261,Branch_334,4571,4957,222.71714922048997,1
262,Branch_335,2901,4957,869.5652173913044,1
263,Branch_336,3247,4177,62.18905472636816,1
264,Branch_337,2017,2550,6.699718611818303,1
265,Branch_338,7838,8218,116.0092807424594,1
266,Branch_339,4177,5053,14.940983116689079,1
267,Branch_340,7212,7694,59.45303210463734,1
268,Branch_341,7245,7694,81.9000819000819,1
269,Branch_345,3324,5053,27.616680475006905,1
270,Branch_346,2270,2364,93.10986964618249,1
271,Branch_347,3598,3632,343.64261168384877,1
272,Branch_348,3632,4590,140.0560224089636,1
273,Branch_349,3632,4737,217.3913043478261,1
274,Branch_350,3520,4029,43.936731107205624,1
275,Branch_351,3733,4737,108.57763300760044,1
276,Branch_352,3598,4726,174.21602787456445,1
277,Branch_353,4029,4084,227.79043280182233,1
278,Branch_354,3772,4029,160.25641025641025,1
279,Branch_355,3611,3772,103.41261633919338,1
280,Branch_356,3733,4084,282.4858757062147,1
281,Branch_357,2018,2468,19.440124416796266,1
282,Branch_358,3753,4017,68.68131868131869,1
283,Branch_359,4006,4017,226.75736961451247,1
284,Branch_360,2694,3945,129.5336787564767,1
285,Branch_361,3302,3918,92.08103130755065,1
286,Branch_362,4006,4739,60.09615384615385,1
287,Branch_363,3945,4588,103.95010395010395,1
288,Branch_364,3302,4437,129.87012987012986,1
289,Branch_365,4015,4739,153.60983102918587,1
290,Branch_366,3207,4006,787.4015748031496,1
291,Branch_367,2694,4017,103.30578512396694,1
292,Branch_368,3302,4015,2000.0,1
293,Branch_369,6810,7169,30.084235860409144,1
294,Branch_370,2077,2565,133.5113484646195,1
295,Branch_371,4128,4337,869.5652173913044,1
296,Branch_372,3339,4128,264.55026455026456,1
297,Branch_373,3671,4128,215.05376344086022,1
298,Branch_374,3944,4590,103.41261633919338,1
299,Branch_375,3671,3944,98.71668311944718,1
300,Branch_376,3339,3802,729.92700729927,1
301,Branch_377,3802,4907,534.75935828877,1
302,Branch_378,4279,4907,153.60983102918587,1
303,Branch_379,5689,6304,17.23543605653223,1
304,Branch_380,5264,5395,23.91772303276728,1
305,Branch_381,5264,5419,43.2338953739732,1
306,Branch_382,5275,5419,11.560693641618498,1
307,Branch_383,5238,5395,37.453183520599254,1
308,Branch_384,5838,5915,139.66480446927375,1
309,Branch_385,5307,5484,114.41647597254004,1
310,Branch_386,5339,5381,558.659217877095,1
311,Branch_387,5339,5484,114.41647597254004,1
312,Branch_388,5238,5381,16.046213093709884,1
313,Branch_389,2454,2550,15.733165512901195,1
314,Branch_390,2135,2267,12.196609342602756,1
315,Branch_391,5188,5497,578.0346820809249,1
316,Branch_392,5183,5497,32.1646831778707,1
317,Branch_393,5180,5183,80.64516129032258,1
318,Branch_394,5171,5183,151.9756838905775,1
319,Branch_395,5168,5180,134.9527665317139,1
320,Branch_396,5171,5175,95.51098376313276,1
321,Branch_397,5168,5238,353.35689045936397,1
322,Branch_398,5168,5532,144.50867052023122,1
323,Branch_399,5171,5384,183.8235294117647,1
324,Branch_400,5187,5188,2000.0,1
325,Branch_401,6675,7679,2000.0,1
326,Branch_402,3048,4780,102.56410256410257,1
327,Branch_403,3048,3237,186.9158878504673,1
328,Branch_404,3182,3237,215.9827213822894,1
329,Branch_405,2613,2634,34.36426116838488,1
330,Branch_406,1118,1375,1515.1515151515152,1
331,Branch_407,1118,1375,1515.1515151515152,1
332,Branch_408,315,1118,178.57142857142858,1
333,Branch_409,315,1118,178.57142857142858,1
334,Branch_410,315,324,1030.9278350515465,1
335,Branch_411,315,324,1030.9278350515465,1
336,Branch_412,324,1716,448.4304932735426,1
337,Branch_413,324,1716,448.4304932735426,1
338,Branch_414,6912,7385,1315.7894736842106,1
339,Branch_415,6609,6912,258.3979328165375,1
340,Branch_417,7102,7604,90.00900090009002,1
341,Branch_418,6690,7102,1190.4761904761904,1
342,Branch_419,6675,7102,100.50251256281408,1
343,Branch_420,7604,7605,20.3210729526519,1
344,Branch_423,382,1075,19.036740909956215,1
345,Branch_424,245,1075,132.4503311258278,1
346,Branch_425,7385,7386,390.625,1
347,Branch_426,111,1337,485.43689320388347,1
348,Branch_427,404,1337,184.1620626151013,1
349,Branch_428,473,764,645.1612903225806,1
350,Branch_429,7356,7358,75.18796992481202,1
351,Branch_430,7356,7357,75.18796992481202,1
352,Branch_431,439,443,374.53183520599254,1
353,Branch_433,9148,9149,2000.0,1
354,Branch_434,7427,7429,235.2941176470588,1
355,Branch_435,7427,7428,724.6376811594203,1
356,Branch_436,7145,7428,28.555111364934323,1
357,Branch_437,6664,7173,62.93266205160478,1
358,Branch_438,7289,7290,806.4516129032259,1
359,Branch_439,7288,7289,2000.0,1
360,Branch_440,1166,1200,45.433893684688776,1
361,Branch_441,6849,7188,50.403225806451616,1
362,Branch_442,6608,7188,2000.0,1
363,Branch_443,6607,7188,2000.0,1
364,Branch_444,7188,7434,42.99226139294927,1
365,Branch_445,7173,7174,2000.0,1
366,Branch_446,7174,7631,31.575623618566468,1
367,Branch_447,32,320,116.95906432748538,1
368,Branch_448,7306,7308,75.18796992481202,1
369,Branch_449,7306,7307,75.18796992481202,1
370,Branch_450,6633,7306,71.78750897343862,1
371,Branch_451,6668,7174,71.32667617689016,1
372,Branch_452,6668,7459,253.16455696202533,1
373,Branch_453,6668,7459,263.85224274406335,1
374,Branch_454,6668,7601,2000.0,1
375,Branch_455,6658,7631,1818.1818181818182,1
376,Branch_456,6658,7631,1639.344262295082,1
377,Branch_457,111,1654,526.3157894736842,1
378,Branch_458,111,547,239.8081534772182,1
379,Branch_459,6658,7067,49.14004914004914,1
380,Branch_460,2850,4149,2000.0,1
381,Branch_461,6603,7156,2000.0,1
382,Branch_462,7156,7345,81.23476848090984,1
383,Branch_463,7157,7288,129.87012987012986,1
384,Branch_464,6603,7157,2000.0,1
385,Branch_467,7431,7606,183.8235294117647,1
386,Branch_471,6668,7012,33.467202141900934,1
387,Branch_472,6668,7012,36.48303538854433,1
388,Branch_474,7535,7614,292.39766081871346,1
389,Branch_477,6603,6604,2000.0,1
390,Branch_478,7274,7275,450.45045045045043,1
391,Branch_479,6766,7273,1111.111111111111,1
392,Branch_480,7273,7535,1315.7894736842106,1
393,Branch_481,7273,7274,2000.0,1
394,Branch_482,7347,7348,241.54589371980677,1
395,Branch_483,7346,7347,2000.0,1
396,Branch_484,7346,7428,65.1890482398957,1
397,Branch_486,7012,7488,2000.0,1
398,Branch_487,6849,7619,32.22687721559781,1
399,Branch_488,6849,7586,1851.851851851852,1
400,Branch_490,329,435,431.0344827586207,1
401,Branch_492,6675,7014,2000.0,1
402,Branch_493,2742,2749,2000.0,1
403,Branch_494,382,995,64.80881399870383,1
404,Branch_495,7619,7620,221.72949002217294,1
405,Branch_496,7349,7619,1470.5882352941176,1
406,Branch_497,7349,7619,1470.5882352941176,1
407,Branch_498,7419,7421,191.57088122605364,1
408,Branch_499,7419,7602,2000.0,1
409,Branch_500,7419,7420,191.57088122605364,1
410,Branch_501,7402,7419,2000.0,1
411,Branch_502,547,1518,161.81229773462783,1
412,Branch_503,7109,7584,2000.0,1
413,Branch_504,7298,7306,2000.0,1
414,Branch_505,7359,7360,2000.0,1
415,Branch_506,7369,7431,2000.0,1
416,Branch_507,7359,7369,2000.0,1
417,Branch_509,403,958,147.49262536873155,1
418,Branch_510,403,958,143.88489208633092,1
419,Branch_511,6510,7605,8.88651915044877,1
420,Branch_513,7288,7414,81.9000819000819,1
421,Branch_514,7413,7414,2000.0,1
422,Branch_515,7058,7157,99.10802775024777,1
423,Branch_516,7058,7487,1369.86301369863,1
424,Branch_517,7058,7488,140.0560224089636,1
425,Branch_518,7012,7058,120.33694344163658,1
426,Branch_519,7058,7361,66.66666666666667,1
427,Branch_521,6788,7647,341.29692832764505,1
428,Branch_522,6787,6788,27.586206896551722,1
429,Branch_524,2850,4646,62.38303181534623,1
430,Branch_525,435,436,2000.0,1
431,Branch_526,435,1375,286.5329512893983,1
432,Branch_528,7067,7603,1190.4761904761904,1
433,Branch_529,7322,7356,2000.0,1
434,Branch_530,6745,7322,1000.0,1
435,Branch_531,6609,7631,26.116479498563592,1
436,Branch_532,6609,6610,1449.2753623188405,1
437,Branch_533,6668,7268,1851.851851851852,1
438,Branch_535,7268,7631,22.967386311437757,1
439,Branch_536,6610,6611,2000.0,1
440,Branch_537,6517,6577,2000.0,1
441,Branch_538,245,253,2000.0,1
442,Branch_539,245,256,2000.0,1
443,Branch_540,245,1259,109.64912280701755,1
444,Branch_541,6702,7012,63.13131313131313,1
445,Branch_542,6975,7582,1369.86301369863,1
446,Branch_543,6647,6975,67.34006734006734,1
447,Branch_544,6687,6975,307.6923076923077,1
448,Branch_545,6616,7426,2000.0,1
449,Branch_546,7346,7426,110.86474501108647,1
450,Branch_547,6702,7426,50.8646998982706,1
451,Branch_548,6689,7034,334.44816053511704,1
452,Branch_549,6689,7034,316.45569620253167,1
453,Branch_551,764,907,37.174721189591075,1
454,Branch_552,7392,7393,2000.0,1
455,Branch_553,7390,7392,2000.0,1
456,Branch_554,7424,7425,61.576354679802954,1
457,Branch_555,7423,7424,2000.0,1
458,Branch_556,6647,7423,37.5234521575985,1
459,Branch_557,6634,7415,172.1170395869191,1
460,Branch_558,7415,7417,2000.0,1
461,Branch_559,7415,7416,172.41379310344828,1
462,Branch_560,329,1375,377.35849056603774,1
463,Branch_561,7401,7415,2000.0,1
464,Branch_562,6635,7434,1369.86301369863,1
465,Branch_563,7434,7435,2000.0,1
466,Branch_564,7362,7363,303.030303030303,1
467,Branch_565,7361,7434,584.7953216374269,1
468,Branch_566,7361,7363,1449.2753623188405,1
469,Branch_567,6590,6591,50.70993914807302,1
470,Branch_568,6590,6592,2000.0,1
471,Branch_569,7555,7604,8.631851532153647,1
472,Branch_570,6689,7555,127.7139208173691,1
473,Branch_571,7555,7605,14.74491300501327,1
474,Branch_572,7412,7555,318.47133757961785,1
475,Branch_573,7412,7555,362.3188405797101,1
476,Branch_577,561,1166,2000.0,1
477,Branch_578,329,1166,75.18796992481202,1
478,Branch_579,6740,7604,2000.0,1
479,Branch_580,547,1239,2000.0,1
480,Branch_581,2850,5016,2000.0,1
481,Branch_582,2850,5016,2000.0,1
482,Branch_583,7310,7312,134.9527665317139,1
483,Branch_584,7310,7311,305.8103975535168,1
484,Branch_585,7310,7313,112.4859392575928,1
485,Branch_586,7311,7614,537.6344086021505,1
486,Branch_587,7311,7535,819.672131147541,1
487,Branch_588,6589,7619,125.94458438287154,1
488,Branch_589,6589,6675,13.877324451845684,1
489,Branch_590,6689,7140,17.094017094017094,1
490,Branch_591,6509,7140,11.862396204033214,1
491,Branch_592,6788,7140,65.359477124183,1
492,Branch_593,6577,6578,71.94244604316546,1
493,Branch_594,6519,6520,76.92307692307692,1
494,Branch_596,329,1330,41.80602006688963,1
495,Branch_597,6562,7096,44.1306266548985,1
496,Branch_599,6562,7096,50.8130081300813,1
497,Branch_600,6687,7096,24.28363283147159,1
498,Branch_601,4884,4885,2000.0,1
499,Branch_602,4883,4884,72.46376811594203,1
500,Branch_603,6912,7019,389.10505836575874,1
501,Branch_604,7019,7631,17.68972227136034,1
502,Branch_605,7019,7076,220.26431718061673,1
503,Branch_606,6755,7414,149.92503748125938,1
504,Branch_607,6755,7479,564.9717514124294,1
505,Branch_608,6755,7287,91.74311926605505,1
506,Branch_609,6755,7667,2000.0,1
507,Branch_610,6755,7423,89.92805755395683,1
508,Branch_611,3999,4111,689.6551724137931,1
509,Branch_612,3182,4628,282.4858757062147,1
510,Branch_613,3613,3878,529.1005291005291,1
511,Branch_614,3118,3999,114.5475372279496,1
512,Branch_615,3613,3999,76.27765064836004,1
513,Branch_616,3878,4628,151.9756838905775,1
514,Branch_617,3613,4330,847.457627118644,1
515,Branch_619,3118,3150,239.8081534772182,1
516,Branch_620,2816,3931,50.327126321087064,1
517,Branch_621,2775,3931,269.54177897574124,1
518,Branch_622,2775,4322,239.8081534772182,1
519,Branch_623,2816,3432,113.50737797956867,1
520,Branch_624,3150,4322,87.7963125548727,1
521,Branch_625,3150,3577,263.85224274406335,1
522,Branch_627,2037,2607,25.753283543651815,1
523,Branch_628,1884,2086,15.686274509803921,1
524,Branch_629,3557,3692,147.49262536873155,1
525,Branch_630,3692,4500,296.7359050445104,1
526,Branch_631,3765,4038,1408.4507042253522,1
527,Branch_632,4065,4792,109.64912280701755,1
528,Branch_633,4065,4500,952.3809523809524,1
529,Branch_634,4065,4780,473.93364928909955,1
530,Branch_635,3692,4427,129.19896640826875,1
531,Branch_636,4792,4881,2000.0,1
532,Branch_637,4790,4881,2000.0,1
533,Branch_638,4038,4427,122.85012285012284,1
534,Branch_641,6706,7350,2000.0,1
535,Branch_642,6747,6826,34.80682213713888,1
536,Branch_643,6518,6747,74.57121551081282,1
537,Branch_644,6747,6935,2000.0,1
538,Branch_645,6518,7115,16.949152542372882,1
539,Branch_646,6826,7134,20.89427496865859,1
540,Branch_647,7115,7134,21.03491796381994,1
541,Branch_649,6087,6482,54.525627044711015,1
542,Branch_650,6284,6482,1351.3513513513512,1
543,Branch_652,6087,6284,57.971014492753625,1
544,Branch_654,6533,7224,16.40150893882237,1
545,Branch_655,6810,7083,133.6898395721925,1
546,Branch_656,6947,7083,225.73363431151242,1
547,Branch_657,7642,7662,65.57377049180327,1
548,Branch_658,7224,7642,47.66444232602478,1
549,Branch_659,7221,7224,1538.4615384615386,1
550,Branch_660,7083,7662,49.97501249375313,1
551,Branch_672,6998,7212,51.124744376278116,1
552,Branch_673,6903,6998,99.2063492063492,1
553,Branch_674,6553,7304,1282.051282051282,1
554,Branch_675,7220,7443,1724.1379310344828,1
555,Branch_676,7237,7443,26.53927813163482,1
556,Branch_677,7443,7445,285.7142857142857,1
557,Branch_680,7220,7444,1298.7012987012988,1
558,Branch_681,7236,7444,26.673779674579887,1
559,Branch_682,7444,7446,273.224043715847,1
560,Branch_685,6653,7556,2000.0,1
561,Branch_686,6522,7368,21.24946876328092,1
562,Branch_687,6811,7368,31.877590054191902,1
563,Branch_689,7051,7633,21.326508850501174,1
564,Branch_690,7242,7633,28.129395218002813,1
565,Branch_691,7051,7713,2000.0,1
566,Branch_692,7297,7579,64.47453255963894,1
567,Branch_693,6512,7297,51.22950819672131,1
568,Branch_694,7211,7579,46.2962962962963,1
569,Branch_698,7267,7314,1351.3513513513512,1
570,Branch_699,7211,7314,45.578851412944395,1
571,Branch_701,2117,2564,18.338529249954153,1
572,Branch_702,3068,4542,96.89922480620154,1
573,Branch_704,2161,2603,56.36978579481398,1
574,Branch_705,2542,2603,79.23930269413628,1
575,Branch_706,2522,2542,26.42007926023778,1
576,Branch_711,4181,4542,86.05851979345955,1
577,Branch_712,3484,4177,49.77600796416127,1
578,Branch_714,3484,4177,49.77600796416127,1
579,Branch_715,1992,2339,16.257519102584947,1
580,Branch_716,3807,4705,60.86427267194157,1
581,Branch_717,3058,4490,54.734537493158186,1
582,Branch_718,3200,4260,2000.0,1
583,Branch_719,4260,4555,288.1844380403458,1
584,Branch_720,3217,4555,328.94736842105266,1
585,Branch_721,4432,4555,66.97923643670462,1
586,Branch_722,3200,3421,169.7792869269949,1
587,Branch_723,3200,3853,158.47860538827257,1
588,Branch_724,3482,3853,183.8235294117647,1
589,Branch_725,3853,4443,46.04051565377532,1
590,Branch_726,4432,4705,144.3001443001443,1
591,Branch_727,3058,3807,29.248318221702252,1
