l,branch_name,from_bus,to_bus,suscept,available
40,Branch_5052,131,1650,85.47008547008546,1
41,Branch_9556,466,468,77.82101167315174,1
42,Branch_3218,8144,8289,35.1493848857645,1
43,Branch_4132,80,911,101.9367991845056,1
44,EQ-8879-9073-S,8879,9073,29.35995302407516,1
45,Branch_6012,171,1640,134.58950201884252,1
46,Branch_1271,2451,2536,27.74694783573807,1
47,EQ-7593-7600-S,7593,7600,-431.0344827586207,1
48,Branch_1998,1941,2008,403.2258064516129,1
49,Branch_5818,2782,4586,203.66598778004072,1
50,EQ-4257-5308-S,4257,5308,41.89359028068705,1
51,Branch_9773,5929,5931,10.50089257586895,1
52,Branch_6785,639,979,54.17118093174431,1
53,Branch_2337,4607,4841,60.97560975609756,1
54,Branch_1494,1777,2507,175.7469244288225,1
55,Branch_9225,3644,3789,2000.0,1
56,Branch_10596,9593,9595,8.372404554588078,1
57,EQ-8603-8703-S,8603,8703,14.997000599880023,1
58,Branch_8993,414,416,10.930156301235108,1
59,Branch_8180,7463,7465,0.8535409144837358,1
60,Branch_6607,951,1667,245.09803921568627,1
61,Branch_4505,183,841,877.1929824561404,1
62,Branch_1265,3651,4294,16.869095816464238,1
63,Branch_5687,4072,5228,5.675368898978434,1
64,EQ-372-376-S,372,376,16.42845408247084,1
65,Branch_10936,8892,8894,8.922198429693076,1
66,Branch_543,8899,8957,8.631851532153647,1
67,Branch_4680,3045,3262,4.593477262287552,1
68,Branch_5968,5570,5698,181.8181818181818,1
69,EQ-9719-9721-S,9719,9721,14.330753797649757,1
70,Branch_8455,9452,9457,12.781186094069529,1
71,Branch_5343,1016,1025,55.005500550055004,1
72,Branch_5767,6047,6239,11.016855789357717,1
73,EQ-244-246-S,244,246,3.69972991971586,1
74,Branch_10818,1594,1596,7.899518129394107,1
75,EQ-2844-3314-S,2844,3314,5.289046384936796,1
76,Branch_7597,3558,3562,46.49000464900047,1
77,Branch_3424,2869,3012,75.7002271006813,1
78,EQ-5028-5273-S,5028,5273,13.55380862022228,1
79,Branch_1964,2945,4319,176.3668430335097,1
80,Branch_11397,1000,1007,51.440329218106996,1
81,Branch_8234,2975,2978,9.040773890245005,1
82,Branch_3806,2198,2610,11.824524062906468,1
83,Branch_7836,497,498,10.902747492368077,1
84,Branch_6648-agg,1409,1413,30.640864943897924,1
85,Branch_124,2138,2693,90.66183136899366,1
86,Branch_2748,4670,5227,200.0,1
87,Branch_3805,8261,8530,2000.0,1
88,Branch_11511,2666,2669,26.595744680851062,1
89,EQ-7102-7593-S,7102,7593,18.98614011771407,1
90,EQ-7988-8111-S,7988,8111,17.705382436260624,1
91,Branch_1627,3165,3502,39.603960396039604,1
92,Branch_7075,1045,1048,23.803856224708404,1
93,EQ-647-1594-S,647,1594,78.61635220125785,1
94,Branch_4945,6337,6338,2000.0,1
95,Branch_9937,6110,6114,37.72161448509996,1
96,Branch_7573,8790,8795,8.631851532153647,1
97,Branch_8901,5591,5592,21.1864406779661,1
98,Branch_3204,8498,8881,22.016732716864816,1
99,Branch_1671,2917,3480,235.8490566037736,1
100,EQ-7955-9069-S,7955,9069,27.570995312930798,1
101,Branch_10700,9077,9131,2000.0,1
102,Branch_601,3197,3327,147.49262536873155,1
103,Branch_7722,2621,2622,8.987148377819718,1
104,Branch_6419-agg,6994,7390,329.07346517868234,1
105,Branch_1422,1856,2111,4.924167815639157,1
106,EQ-4117-4161-S,4117,4161,7.933359777865927,1
107,Branch_1351,1804,2115,40.19292604501608,1
108,Branch_7442,1198,1544,136.05442176870747,1
109,EQ-9539-9872-S,9539,9872,42.82655246252677,1
110,Branch_1746,2317,5382,176.05633802816902,1
111,Branch_1703,3596,3691,156.73981191222572,1
112,Branch_9581,853,854,9.848335631278314,1
113,Branch_4071,2190,2292,107.87486515641855,1
114,Branch_6125,3621,4704,63.29113924050633,1
115,Branch_6386,203,936,425.531914893617,1
116,Branch_9846,348,354,5.657708628005658,1
117,EQ-1297-1694-S,1297,1694,12.66624445851805,1
118,Branch_9849,350,355,5.657708628005658,1
119,Branch_6707,6989,6990,9.165902841429881,1
120,Branch_7110,1046,1053,5.111690436027194,1
121,Branch_10027,2543,2544,12.939958592132506,1
122,EQ-9142-9391-S,9142,9391,2.7172436280636925,1
123,Branch_833,1796,1972,32.26847370119393,1
124,Branch_6477,57,122,72.3589001447178,1
125,Branch_1938,3337,4313,1515.1515151515152,1
126,Branch_10387,3931,3933,398.40637450199205,1
127,Branch_3517,5372,5625,124.53300124533001,1
128,Branch_85,3793,4156,59.171597633136095,1
129,Branch_7331,931,934,23.452157598499063,1
130,Branch_6588,6994,7731,23.337222870478413,1
131,Branch_6790,9716,9717,13.368983957219251,1
132,Branch_6593,8266,8563,12.007684918347742,1
133,EQ-3672-4876-S,3672,4876,75.58578987150416,1
134,Branch_3202,8204,8307,174.52006980802793,1
135,Branch_4630,4193,4194,9.054690329590729,1
136,Branch_3507,6347,6432,25.76655501159495,1
137,Branch_11061,6425,6427,-609.7560975609756,1
138,Branch_10866,7216,7239,2000.0,1
139,Branch_5031,1653,1659,14.795088030773783,1
140,Branch_4366,4826,4830,8.89125989152663,1
141,Branch_10195,9844,9846,11.114816049794376,1
142,Branch_64,3075,3729,165.56291390728478,1
143,Branch_9298,5743,5744,70.87172218284904,1
144,Branch_6048,5379,5380,5.497526113249038,1
145,Branch_4029,5485,5506,40.502227622519236,1
146,Branch_4155,9653,9658,6.166368625516434,1
147,EQ-8248-8675-S,8248,8675,21.939447125932425,1
148,Branch_1825,3831,4542,43.78283712784589,1
149,EQ-3028-4367-S,3028,4367,11.453441759248655,1
150,Branch_8702,7631,7715,2000.0,1
151,Branch_3217,7951,8084,495.0495049504951,1
152,Branch_5329,859,1019,50.787201625190455,1
153,Branch_161,9178,9706,61.61429451632779,1
154,Branch_3754,3490,3889,72.20216606498195,1
155,EQ-29-38-S,29,38,58.78894767783656,1
156,Branch_4046,5410,5798,70.77140835102618,1
157,Branch_7651,446,448,11.743981209630064,1
158,Branch_9531,995,1213,156.98587127158555,1
159,Branch_2430,3245,4819,214.59227467811158,1
160,Branch_2364,9939,9941,2000.0,1
161,Branch_5989,1762,1764,13.698630136986301,1
162,Branch_3321,6173,6347,19.71608832807571,1
163,Branch_3303,8619,8636,18.112660749864155,1
164,Branch_7866,4658,4659,2000.0,1
165,Branch_5555,1859,2215,568.1818181818181,1
166,EQ-6338-6580-S,6338,6580,2.6652452025586357,1
167,Branch_2626,7968,8241,19.286403085824492,1
168,Branch_9751,3341,3344,8.97102359379205,1
169,Branch_10169,8671,8806,133.5113484646195,1
170,EQ-3929-5208-S,3929,5208,255.10204081632654,1
171,Branch_2929,3599,3880,485.43689320388347,1
172,Branch_4967,2948,3107,58.13953488372093,1
173,EQ-4064-4167-S,4064,4167,64.02048655569783,1
174,Branch_2346,2834,4136,140.0560224089636,1
175,Branch_4202,7216,7384,144.50867052023122,1
176,Branch_6108,7695,7702,102.35414534288638,1
177,Branch_8579,2126,2129,4.919323101141283,1
178,Branch_7604,489,491,8.785030308354564,1
179,Branch_1038,5604,5694,87.87346221441125,1
180,Branch_10939,5889,5891,10.513036164844408,1
181,Branch_195,5839,5879,39.666798889329634,1
182,Branch_7238,9613,9614,10.498687664041995,1
183,Branch_10976,294,298,4.738887309259786,1
184,Branch_9143,4567,4588,2000.0,1
185,EQ-8542-8561-S,8542,8561,5.043627376809401,1
186,EQ-8059-8282-S,8059,8282,1.5780337699226763,1
187,Branch_10755,2473,2691,90.09009009009009,1
188,EQ-4093-4304-S,4093,4304,18.11922449719152,1
189,EQ-7816-7819-S,7816,7819,14.15227851684121,1
190,Branch_4813,1100,1391,83.2639467110741,1
191,Branch_471,8985,8986,221.72949002217294,1
192,Branch_7965,6086,6148,38.98635477582846,1
193,Branch_3778,4738,4739,1298.7012987012988,1
194,Branch_3418,8051,8549,3.8028597505324004,1
195,EQ-8807-8816-S,8807,8816,228.31050228310505,1
196,Branch_3915,1870,2045,34.78260869565217,1
197,Branch_354,3931,4638,153.60983102918587,1
198,Branch_6595,6551,8563,26.281208935611037,1
199,Branch_741,8488,9023,48.03073967339097,1
200,EQ-234-1154-S,234,1154,12.000480019200769,1
201,Branch_6020,2443,2572,159.4896331738437,1
202,EQ-2132-2740-S,2132,2740,115.07479861910241,1
203,Branch_2792,5947,6071,17.1909919202338,1
204,Branch_6708,6990,7245,12.399256044637323,1
205,EQ-6469-6643-S,6469,6643,23.014959723820482,1
206,Branch_3860,4723,4741,2000.0,1
207,Branch_1742,8200,8922,45.64125969876768,1
208,Branch_9340,3088,4246,15.620118712902219,1
209,EQ-1793-2680-S,1793,2680,43.6871996505024,1
210,Branch_6182,7366,7368,2000.0,1
211,Branch_6825,5975,6438,6.421782686873876,1
212,Branch_8513,9788,9793,-192.30769230769232,1
213,Branch_7984,6877,6878,7.336757153338224,1
214,EQ-2986-4638-S,2986,4638,308.6419753086419,1
215,Branch_1179,2270,2713,17.568517217146873,1
216,EQ-4777-5307-S,4777,5307,16.186468112657817,1
217,Branch_6103,9929,9932,8.14265939255761,1
218,EQ-3994-4322-S,3994,4322,13.462574044157241,1
219,Branch_4087,6008,6391,18.51851851851852,1
220,Branch_6917,6418,6520,2000.0,1
221,EQ-8796-8950-S,8796,8950,6.093473889464384,1
222,Branch_7611,5406,5775,65.31678641410842,1
223,Branch_9791,7939,7943,5.6840788950150625,1
224,Branch_4078,6530,6531,32.25806451612903,1
225,Branch_5321,1019,1271,147.92899408284023,1
226,Branch_259,5486,5736,24.33682161109759,1
227,Branch_10112,6641,6691,247.52475247524754,1
228,Branch_2198,6174,6262,6.519754857217369,1
229,Branch_7559,3770,4622,1587.3015873015872,1
230,EQ-523-1599-S,523,1599,72.30657989877079,1
231,Branch_1686,3777,4349,418.41004184100416,1
232,Branch_8525,653,655,476.1904761904762,1
233,Branch_3582,8184,9101,5.902490851139181,1
234,Branch_2803,6349,8831,10.311404413281089,1
235,Branch_3365,3384,5207,40.17677782241864,1
236,Branch_9824,2456,2715,57.077625570776256,1
237,Branch_6030,1833,2680,51.255766273705795,1
238,Branch_4266,8197,8542,3.8370040672243113,1
239,EQ-4687-4777-S,4687,4777,10.647359454855195,1
240,Branch_3433,8094,8239,18.412815319462347,1
241,EQ-9226-9528-S,9226,9528,6.948787436592315,1
242,EQ-2451-2609-S,2451,2609,13.5556459265284,1
243,Branch_7564,7188,7189,24.65483234714004,1
244,EQ-1976-2509-S,1976,2509,2.0098078623683575,1
245,EQ-8758-8802-S,8758,8802,13.13887793982394,1
246,Branch_10977,294,299,4.738887309259786,1
247,Branch_8884,7705,7707,8.56898029134533,1
248,Branch_1520-agg,1808,1935,155.52099533437013,1
249,EQ-7184-7569-S,7184,7569,3.595182455509617,1
250,Branch_10937,8887,8892,57.43825387708214,1
251,EQ-1017-1413-S,1017,1413,39.714058776806986,1
252,Branch_1548,1828,2547,17.57469244288225,1
253,EQ-7154-7519-S,7154,7519,3.3587478587982402,1
254,Branch_6887,7590,7645,47.37091425864519,1
255,Branch_4865,9293,9572,22.639800769753226,1
256,Branch_6961,1973,2555,61.652281134401974,1
257,EQ-2911-4079-S,2911,4079,36.81885125184094,1
258,Branch_3726,3634,4416,40.290088638195,1
259,Branch_9702,364,371,4.738887309259786,1
260,Branch_126,3210,3293,188.32391713747646,1
261,Branch_317,8448,9079,81.9000819000819,1
262,EQ-124-1433-S,124,1433,10.716964955524595,1
263,Branch_6618,8889,8890,16.4257555847569,1
264,Branch_1329,3183,5658,204.91803278688525,1
265,Branch_1272,3493,3805,181.15942028985506,1
266,Branch_9146,5133,5268,485.43689320388347,1
267,Branch_8899,5585,5593,-520.8333333333334,1
268,Branch_8429,7073,7624,35.637918745545264,1
269,Branch_8310,4879,4907,719.4244604316547,1
270,Branch_7089,1051,1152,105.3740779768177,1
271,EQ-5379-5619-S,5379,5619,10.768899418479432,1
272,Branch_7517,2174,2175,41.35649296939619,1
273,Branch_119,3730,3895,80.84074373484236,1
274,Branch_4618,1528,1768,119.9040767386091,1
275,Branch_46,2073,2441,117.78563015312132,1
276,Branch_7390,5981,6503,12.489072061945798,1
277,Branch_11339,2270,2273,-344.82758620689657,1
278,Branch_10371,3620,3623,-75.75757575757575,1
279,Branch_5569,1773,1878,294.11764705882354,1
280,Branch_4848,9290,9291,5.541701302299806,1
281,Branch_2037,9236,9900,58.47953216374269,1
282,Branch_8071,5467,5700,50.89058524173028,1
283,Branch_7801,2575,2657,97.65625,1
284,Branch_4513,181,185,10.068465565847765,1
285,EQ-8420-8538-S,8420,8538,4.619151000046192,1
286,EQ-2091-2278-S,2091,2278,35.56187766714083,1
287,EQ-3043-4414-S,3043,4414,73.47538574577517,1
288,Branch_766,9002,9023,92.42144177449168,1
289,Branch_1076,3061,3281,361.01083032490976,1
290,EQ-3584-5803-S,3584,5803,16.91474966170501,1
291,Branch_1248,9878,9883,10.895619960775768,1
292,Branch_8631,9678,9679,7.8982702788089405,1
293,Branch_8611,668,1434,60.790273556231,1
294,Branch_31,3579,4647,50.53057099545225,1
295,EQ-3455-9244-S,3455,9244,29.859659599880565,1
296,EQ-6104-6590-S,6104,6590,5.176787285810426,1
297,Branch_7840,360,362,2000.0,1
298,Branch_3935,3665,4128,70.4225352112676,1
299,Branch_2552,2859,3763,56.14823133071308,1
300,Branch_5531,2445,2640,38.255547054322875,1
301,Branch_7026,1247,1362,454.54545454545456,1
302,Branch_2020,5860,5862,2000.0,1
303,Branch_2109,1807,2696,115.34025374855824,1
304,Branch_6270,614,616,140.64697609001408,1
305,EQ-9882-9885-S,9882,9885,16.515276630883566,1
306,EQ-2409-2410-S,2409,2410,106.04453870625663,1
307,Branch_2907,2855,3080,27.495188342040144,1
308,Branch_5020,8241,8242,10.05126143330988,1
309,Branch_8095,842,1170,75.41478129713424,1
310,Branch_8304,9624,9625,8.336807002917883,1
311,Branch_3445,9317,9497,5.457919441109049,1
312,Branch_9274,7955,7956,44.96402877697842,1
313,Branch_238,5556,5654,34.18803418803419,1
314,Branch_9470,9162,9293,10.058338362502514,1
315,Branch_9036,1900,2400,120.48192771084338,1
316,Branch_4839,3898,3901,-370.3703703703704,1
317,Branch_4434,5817,5861,32.637075718015666,1
318,EQ-4198-5004-S,4198,5004,49.01960784313725,1
319,Branch_2014,2795,4510,189.0359168241966,1
320,Branch_7165,2743,2745,-746.2686567164179,1
321,Branch_10499,3125,3282,395.25691699604744,1
322,Branch_7664,278,817,272.47956403269757,1
323,Branch_3219-agg,8548,8588,440.34803410888605,1
324,Branch_6316,589,594,9.48316737790422,1
325,Branch_9635,9411,9412,10.650761529449355,1
326,Branch_3968,4021,4477,215.9827213822894,1
327,EQ-3621-4567-S,3621,4567,13.923698134224452,1
328,Branch_2267,3968,5143,268.81720430107526,1
329,EQ-7079-7135-S,7079,7135,29.797377830750893,1
330,EQ-3530-3949-S,3530,3949,31.28911138923655,1
331,Branch_4726,1535,1537,12.202562538133009,1
332,Branch_11104,1151,1152,2000.0,1
333,EQ-2948-4219-S,2948,4219,21.344717182497334,1
334,Branch_3358,9873,9878,18.158707100054475,1
335,EQ-5578-5801-S,5578,5801,75.35795026375283,1
336,EQ-8601-8825-S,8601,8825,11.990407673860911,1
337,Branch_11006,90,120,104.9317943336831,1
338,Branch_6034,1992,2226,73.1528895391368,1
339,Branch_4682,1443,1565,27.59381898454746,1
340,Branch_6633,4439,4443,46.59832246039143,1
341,Branch_1214,1859,2666,47.326076668244205,1
342,EQ-1182-1240-S,1182,1240,119.47431302270012,1
343,Branch_7460,6824,7566,25.451768897938408,1
344,Branch_8569,8200,8685,195.3125,1
345,EQ-9754-9773-S,9754,9773,22.386389075442132,1
346,Branch_305,2970,3586,35.842293906810035,1
347,Branch_4761,4277,4688,2000.0,1
348,Branch_5770,7220,7223,82.78145695364239,1
349,Branch_6559,3605,3608,45.47521600727603,1
350,Branch_218,1819,1916,7.957981855801369,1
351,Branch_8022,1928,7703,14.9678191887442,1
352,Branch_405,8577,8579,75.18796992481202,1
353,Branch_846,9143,9341,74.57121551081282,1
354,Branch_643,8161,8406,51.124744376278116,1
355,EQ-7447-7560-S,7447,7560,5.5309734513274345,1
356,EQ-4004-4421-S,4004,4421,40.8997955010225,1
357,EQ-1117-1393-S-agg,1117,1393,171.0170358996856,1
358,Branch_1539,3036,3164,199.20318725099602,1
359,Branch_703,4321,5426,22.47696111485727,1
360,EQ-2213-7643-S,2213,7643,2.200607367633467,1
361,Branch_3770,3495,5281,42.40882103477524,1
362,Branch_1495,2896,4579,1282.051282051282,1
363,Branch_5679-agg,2091,2544,747.6661635642015,1
364,Branch_9855,4842,4845,12.094823415578132,1
365,Branch_10395,1543,1545,2000.0,1
366,Branch_1863,3255,4646,1098.901098901099,1
367,Branch_2598,2839,4865,111.73184357541899,1
368,EQ-2088-3674-S,2088,3674,2.549264537181023,1
369,Branch_11296,7138,7149,-27.389756231169542,1
370,Branch_926,5561,5732,57.4052812858783,1
371,Branch_10759,2065,2578,87.33624454148472,1
372,Branch_9296,5743,5745,7.519927808693036,1
373,Branch_8142,8994,8996,11.764705882352942,1
374,Branch_4263,7661,7667,292.39766081871346,1
375,Branch_2270,4491,4504,381.6793893129771,1
376,Branch_5710,1443,1445,-166.11295681063123,1
377,Branch_2324,6424,6509,55.92841163310962,1
378,EQ-6893-7789-S,6893,7789,10.145074566298062,1
379,Branch_5577,1826,1836,157.23270440251574,1
380,EQ-5461-5787-S,5461,5787,6.265664160401003,1
381,Branch_2841,3817,4569,273.224043715847,1
382,Branch_10875,1716,1721,1333.3333333333333,1
383,Branch_8519,4948,4952,-467.2897196261682,1
384,Branch_1550,2824,4915,420.16806722689074,1
385,Branch_6556,3605,3609,-478.4688995215311,1
386,Branch_7851,62,214,36.2844702467344,1
387,Branch_795,4283,5207,272.47956403269757,1
388,Branch_255,5571,5868,892.8571428571429,1
389,Branch_7567,7188,7669,26.954177897574123,1
390,EQ-3800-5301-S,3800,5301,52.41090146750525,1
391,Branch_11095,896,897,2000.0,1
392,Branch_3491,9463,9468,8.480325644504749,1
393,Branch_11386,8901,8902,2000.0,1
394,Branch_5551-agg,62,515,202.0946394907215,1
395,EQ-7322-7447-S,7322,7447,2.1523428251651926,1
396,Branch_10859,5563,5565,42.24757076468103,1
397,Branch_10402,7088,7175,71.73601147776183,1
398,Branch_3423,3012,3047,64.72491909385113,1
399,Branch_7666,6307,6554,26.267402153926977,1
400,Branch_9563,464,469,9.287638153617536,1
401,Branch_3875,3342,4473,373.13432835820896,1
402,Branch_1684,8285,8733,70.47216349541931,1
403,Branch_5427,1304,1613,70.52186177715092,1
404,Branch_477,8675,8692,2000.0,1
405,EQ-2464-2743-S,2464,2743,57.24098454493418,1
406,Branch_7373,7061,7173,76.80491551459293,1
407,Branch_10369,4936,4937,12.16397031991242,1
408,Branch_9435,820,1086,229.3577981651376,1
409,Branch_8872,5156,5160,6.249609399412536,1
410,Branch_3971,4125,4760,128.2051282051282,1
411,Branch_1829,5016,5046,2000.0,1
412,Branch_3838,2241,2733,151.285930408472,1
413,Branch_5525-agg,1783,2658,3715.170278637771,1
414,Branch_5671-agg,4559,9545,122.54901960784314,1
415,Branch_9493,7876,7877,10.513036164844408,1
416,Branch_9570,841,888,33.222591362126245,1
417,Branch_8396,1915,1917,5.149860953754248,1
418,Branch_821,9747,9882,186.9158878504673,1
419,Branch_4738,1532,1692,166.9449081803005,1
420,Branch_9266,980,981,2000.0,1
421,Branch_5454,7088,7811,26.867275658248253,1
422,Branch_3490,9274,9468,4.4929685042907845,1
423,Branch_5034,430,434,4.7395611166405995,1
424,EQ-4915-4994-S,4915,4994,13.812154696132595,1
425,Branch_5947,3449,3450,2.566339886054509,1
426,Branch_3511,5546,5672,50.94243504839531,1
427,Branch_10086,4838,4840,11.856770215793217,1
428,EQ-8682-9070-S,8682,9070,7.375719132615431,1
429,Branch_985,2913,4490,45.20795660036166,1
430,Branch_469,2781,4607,2000.0,1
431,Branch_3447,9317,9426,8.92379082634303,1
432,Branch_7935,143,939,70.8215297450425,1
433,EQ-3558-3931-S,3558,3931,30.69367710251688,1
434,EQ-7885-9112-S,7885,9112,12.983640612827836,1
435,Branch_4104,6324,6375,42.80821917808219,1
436,EQ-492-1752-S,492,1752,9.514747859181734,1
437,Branch_4468,6700,6702,11.516756881262237,1
438,Branch_4493,1159,1162,14.374011786689666,1
439,EQ-3694-5308-S,3694,5308,-581.3953488372093,1
440,Branch_6408,2465,2700,64.14368184733804,1
441,Branch_2579,3099,3852,118.48341232227489,1
442,Branch_1741,2330,5382,126.26262626262626,1
443,Branch_11196,2794,4676,1298.7012987012988,1
444,Branch_2538,8182,8471,116.95906432748538,1
445,Branch_7681,9925,9927,14.275517487508923,1
446,EQ-8063-8367-S,8063,8367,7.115411982353778,1
447,Branch_10791,190,192,259.7402597402597,1
448,Branch_9497,7371,7373,4.277891854893908,1
449,Branch_7197,3520,3522,9.017132551848512,1
450,Branch_1006,2297,2365,2000.0,1
451,Branch_3257,8634,9047,48.732943469785575,1
452,Branch_3939,9735,9740,2000.0,1
453,Branch_10894,1734,1737,10.466820180029307,1
454,Branch_7474-agg,7137,7661,93.87468247621187,1
455,Branch_8825,6356,6364,6.378364587319811,1
456,Branch_2357,9627,9939,24.172105390379503,1
457,Branch_10417,7403,7614,68.30601092896175,1
458,EQ-9226-9443-S,9226,9443,5.593153979529057,1
459,Branch_10305,6484,6487,45.93477262287551,1
460,EQ-7544-7648-S,7544,7648,2.576389962384707,1
461,Branch_11419,7022,7080,5.561735261401557,1
462,Branch_1707,3747,3958,2000.0,1
463,Branch_4919,6844,7692,73.96449704142012,1
464,Branch_3141,8155,8758,22.794620469569182,1
465,Branch_5870,8397,8398,20.955574182732608,1
466,Branch_6009,629,1640,76.10350076103501,1
467,EQ-9757-9791-S,9757,9791,22.426553038797937,1
468,Branch_7858,214,216,67.70480704129993,1
469,EQ-9433-9706-S,9433,9706,17.78093883357041,1
470,Branch_334,3392,3658,68.68131868131869,1
471,Branch_9171,3689,3690,46.53327128897161,1
472,Branch_2029-agg,5644,5838,242.352181316423,1
473,Branch_2810,8031,8335,68.7757909215956,1
474,Branch_9012,8184,8293,30.637254901960784,1
475,Branch_3177,7951,8284,58.8235294117647,1
476,EQ-4710-4719-S,4710,4719,50.40322580645161,1
477,Branch_1638,3428,5126,72.20216606498195,1
478,Branch_6699,3124,4344,232.0185614849188,1
479,Branch_10980,294,302,4.738887309259786,1
480,EQ-718-1459-S,718,1459,-377.35849056603774,1
481,Branch_6401,1642,1644,242.13075060532688,1
482,Branch_6068,3146,3149,9.77230528681716,1
483,Branch_6617,7703,7728,25.201612903225808,1
484,EQ-5228-5289-S,5228,5289,6.217745445501462,1
485,Branch_6778,6619,6620,8.031483414986749,1
486,Branch_6856,1919,1995,66.35700066357,1
487,Branch_7760,2796,3253,1818.1818181818182,1
488,Branch_8467,9773,9778,6.434592368573451,1
489,Branch_8681,6710,6711,5.369992482010526,1
490,Branch_627,8109,8256,225.73363431151242,1
491,Branch_7827,1760,1761,4.7395611166405995,1
492,Branch_3078,9224,9464,103.19917440660474,1
493,Branch_6410,1820,2080,28.192839018889202,1
494,Branch_8331,9571,9598,86.65511265164645,1
495,EQ-3789-4306-S,3789,4306,25.201612903225808,1
496,Branch_280,5504,5850,48.2392667631452,1
497,Branch_6802,1487,1488,9.230201218386561,1
498,Branch_10300-agg,1246,1247,15.151515151515152,1
499,Branch_2381,3156,3260,81.69934640522875,1
500,Branch_5293,7494,7546,35.701535166012135,1
501,Branch_3308,8623,8735,12.224938875305623,1
502,Branch_10177,1811,1814,6.997900629811057,1
503,Branch_4518,6930,7213,14.755791648221926,1
504,Branch_8491,9781,9783,6.463288521199586,1
505,EQ-3301-4306-S,3301,4306,31.89792663476874,1
506,Branch_8146,6431,6786,2000.0,1
507,Branch_11403,1000,1010,88.261253309797,1
508,Branch_10016,7042,7582,31.416902293433868,1
509,Branch_3411,6177,6434,35.587188612099645,1
510,Branch_9115,7327,7330,7.928327915642591,1
511,Branch_1194,9204,9379,11.309658448314861,1
512,Branch_1264,3651,4402,21.03491796381994,1
513,Branch_3949,3584,3645,20.74688796680498,1
514,Branch_4288,1117,1125,13.315579227696405,1
515,EQ-5976-6243-S,5976,6243,2.1882316899713343,1
516,Branch_7649,6684,6685,6.516356053694774,1
517,Branch_10664,46,1567,71.58196134574088,1
518,EQ-3139-5198-S,3139,5198,2.3756354824915666,1
519,EQ-3699-3853-S,3699,3853,31.104199066874028,1
520,Branch_7805,1877,2593,83.33333333333333,1
521,Branch_10420,8515,8516,3.665689149560117,1
522,Branch_2761,2859,3130,78.125,1
523,EQ-739-1459-S,739,1459,77.88161993769471,1
524,Branch_7188,261,1459,120.33694344163658,1
525,EQ-9599-9604-S,9599,9604,5.270925574530888,1
526,Branch_8225,535,536,2000.0,1
527,EQ-5583-5687-S,5583,5687,19.000570017100515,1
528,Branch_5905,8342,8969,119.18951132300357,1
529,Branch_4568,7703,7855,38.19709702062643,1
530,Branch_9742,1136,1142,21.41327623126338,1
531,Branch_9261,977,985,55.005500550055004,1
532,Branch_852,9221,9341,31.47623544224111,1
533,EQ-2161-2174-S,2161,2174,5.71787981016639,1
534,Branch_6652,1402,1411,4.563917666925288,1
535,EQ-805-1690-S,805,1690,54.58515283842795,1
536,EQ-6551-6628-S,6551,6628,7.022965095863474,1
537,Branch_11175,517,519,2.880101379568561,1
538,Branch_8571,3360,5257,64.89292667099286,1
539,Branch_599,1873,2502,25.753283543651815,1
540,Branch_10103,4939,4940,12.003360941063498,1
541,Branch_154,9189,9345,21.734405564007826,1
542,Branch_10302,6484,6486,46.33920296570899,1
543,Branch_3140,7975,8155,122.24938875305624,1
544,Branch_9067,830,836,2.5021894157387714,1
545,Branch_5988,474,1764,2000.0,1
